test_id,p_kPa,void_ratio
CD6,1020.95,0.5472576
CD6,1020.821,0.5472821
CD6,1019.702,0.5473528
CD6,1020.047,0.5474073
CD6,1019.805,0.547474
CD6,1019.781,0.5474965
CD6,1019.463,0.5475702
CD6,1018.82,0.547643
CD6,1018.271,0.5477088
CD6,1018.377,0.5477446
CD6,1018.35,0.5478309
CD6,1018.102,0.5478681
CD6,1017.099,0.5478948
CD6,1017.155,0.5479742
CD6,1017.512,0.5480356
CD6,1017.225,0.548032
CD6,1016.958,0.5480914
CD6,1016.821,0.5481404
CD6,1017.314,0.54819
CD6,1016.997,0.5482688
CD6,1016.679,0.5483356
CD6,1016.323,0.5483558
CD6,1015.927,0.5484382
CD6,1015.992,0.5484918
CD6,1016.106,0.5485696
CD6,1015.826,0.5486072
CD6,1015.488,0.5486586
CD6,1015.219,0.548706
CD6,1015.401,0.5487524
CD6,1015.179,0.5487854
CD6,1014.959,0.5488556
CD6,1014.367,0.548896
CD6,1013.888,0.5489459
CD6,1013.816,0.5490048
CD6,1013.679,0.5490473
CD6,1013.66,0.5491248
CD6,1013.195,0.5491702
CD6,1013.265,0.5492062
CD6,1013.175,0.5492585
CD6,1013.209,0.5493169
CD6,1012.649,0.549387
CD6,1012.015,0.5494086
CD6,1011.921,0.549488
CD6,1012.129,0.5495441
CD6,1011.983,0.5496002
CD6,1011.328,0.5496266
CD6,1011.233,0.5496737
CD6,1010.94,0.5497179
CD6,1011.048,0.5497676
CD6,1010.924,0.5498159
CD6,1010.738,0.5498717
CD6,1010.524,0.5499215
CD6,1010.137,0.5499686
CD6,1010.398,0.5500247
CD6,1010.133,0.5500724
CD6,1009.815,0.5501116
CD6,1009.407,0.550163
CD6,1009.595,0.5502084
CD6,1009.828,0.5502503
CD6,1009.185,0.5503206
CD6,1008.626,0.5503464
CD6,1008.384,0.5503961
CD6,1008.867,0.5504499
CD6,1008.539,0.550516
CD6,1008.051,0.550531
CD6,1007.68,0.5505863
CD6,1007.777,0.5506542
CD6,1007.802,0.5507051
CD6,1007.239,0.5507477
CD6,1006.988,0.5507863
CD6,1006.139,0.5508246
CD6,1006.379,0.5508964
CD6,1006.196,0.5508963
CD6,1006.166,0.5509809
CD6,1006.11,0.5510264
CD6,1005.273,0.5510446
CD6,1005.508,0.5510515
CD6,1005.652,0.5510882
CD6,1005.424,0.5511308
CD6,1004.557,0.5511367
CD6,1004.579,0.5511274
CD6,1004.795,0.5511883
CD6,1004.874,0.5511788
CD6,1004.492,0.5512256
CD6,1003.609,0.5512173
CD6,1003.817,0.5512486
CD6,1003.97,0.5512683
CD6,1003.652,0.5513139
CD6,1003.027,0.5513198
CD6,1002.975,0.5513234
CD6,1002.804,0.5513631
CD6,1003.146,0.5513491
CD6,1002.648,0.5513982
CD6,1002.296,0.5514279
CD6,1001.85,0.5514583
CD6,1002.03,0.5514746
CD6,1002.046,0.5514758
CD6,1001.657,0.551547
CD6,1001.275,0.5515411
CD6,1000.956,0.5516095
CD6,1000.887,0.5516055
CD6,1000.922,0.5516286
CD6,1000.552,0.5516669
CD6,1000.422,0.5517005
CD6,999.9242,0.5517177
CD6,1000.353,0.5517238
CD6,1000.597,0.5517698
CD6,1000.417,0.5518
CD6,999.412,0.5518337
CD6,999.5651,0.5518498
CD6,999.5297,0.5518721
CD6,999.5374,0.551922
CD6,999.3046,0.5519462
CD6,999.0806,0.5519594
CD6,998.8068,0.5519815
CD6,998.967,0.5519988
CD6,998.7985,0.5520448
CD6,998.6623,0.5520704
CD6,997.8313,0.5520805
CD6,998.4088,0.5521002
CD6,998.4238,0.5521387
CD6,997.9485,0.5521609
CD6,997.4879,0.5521911
CD6,997.0733,0.552213
CD6,997.3279,0.5522421
CD6,997.9749,0.5522513
CD6,997.5291,0.552289
CD6,997.1167,0.5523262
CD6,996.8751,0.5523402
CD6,997.0656,0.552366
CD6,997.1791,0.5524237
CD6,996.6855,0.552452
CD6,996.2022,0.5524762
CD6,996.2192,0.5524863
CD6,996.2593,0.5525036
CD6,996.4483,0.552568
CD6,995.9012,0.5526045
CD6,995.5864,0.5526209
CD6,995.265,0.5526462
CD6,995.7074,0.552673
CD6,995.7638,0.5526858
CD6,995.6157,0.5527352
CD6,995.0742,0.5527559
CD6,995.4012,0.5527989
CD6,995.4812,0.552819
CD6,995.1595,0.5528384
CD6,994.9779,0.552876
CD6,994.6056,0.5528778
CD6,994.7055,0.5529233
CD6,994.8904,0.5529289
CD6,994.4989,0.5529285
CD6,994.4401,0.552976
CD6,993.7588,0.5529762
CD6,993.8636,0.5530061
CD6,993.8572,0.5530386
CD6,993.8856,0.5530327
CD6,993.5191,0.5530869
CD6,993.0933,0.5530833
CD6,993.0005,0.553118
CD6,993.0608,0.553121
CD6,992.6096,0.5531412
CD6,992.1267,0.5531748
CD6,991.7258,0.5531985
CD6,991.8947,0.5532419
CD6,992.0391,0.5532564
CD6,992.1393,0.5532505
CD6,991.6833,0.553265
CD6,991.6482,0.5532942
CD6,991.448,0.5533205
CD6,991.6701,0.5533257
CD6,991.3653,0.553338
CD6,990.7008,0.5533746
CD6,990.6323,0.5533755
CD6,990.7163,0.553387
CD6,990.6524,0.5534169
CD6,990.7639,0.5534166
CD6,990.1214,0.5534389
CD6,990.3933,0.5534558
CD6,990.5214,0.5534783
CD6,990.3864,0.5534933
CD6,989.8821,0.5535078
CD6,989.6645,0.5535259
CD6,989.7012,0.553553
CD6,989.4886,0.5535541
CD6,989.3446,0.5535933
CD6,988.8613,0.5535935
CD6,988.6716,0.5536182
CD6,988.7631,0.5536487
CD6,988.7363,0.5536901
CD6,988.8783,0.5536681
CD6,988.1733,0.5536782
CD6,988.0266,0.5537011
CD6,988.1184,0.5536998
CD6,988.1643,0.5537317
CD6,988.2577,0.5537585
CD6,987.7137,0.5537543
CD6,987.1622,0.5537931
CD6,987.6998,0.5538255
CD6,987.6317,0.5538189
CD6,987.3067,0.5538295
CD6,986.7715,0.553853
CD6,986.9221,0.5538651
CD6,987.0821,0.5539042
CD6,986.8535,0.5539149
CD6,986.4383,0.5539333
CD6,986.197,0.5539486
CD6,986.0605,0.5539684
CD6,986.2147,0.5539958
CD6,986.4112,0.5540022
CD6,985.986,0.5540202
CD6,986.0161,0.5540322
CD6,986.0185,0.5540574
CD6,986.2928,0.5540669
CD6,985.9566,0.554104
CD6,985.5474,0.5541319
CD6,985.3592,0.5541465
CD6,985.2768,0.55418
CD6,985.4916,0.554192
CD6,985.2926,0.5542085
CD6,984.651,0.5542403
CD6,984.4442,0.5542694
CD6,984.8395,0.5542799
CD6,985.0876,0.5543134
CD6,984.8881,0.5543232
CD6,984.2669,0.5543601
CD6,984.4992,0.5543679
CD6,984.7941,0.5543964
CD6,984.808,0.5544468
CD6,984.3443,0.554459
CD6,983.8107,0.554445
CD6,983.9543,0.5544871
CD6,984.1599,0.5544961
CD6,984.3365,0.5545389
CD6,983.8378,0.5545705
CD6,983.5534,0.5545439
CD6,983.995,0.5545707
CD6,983.9434,0.5545777
CD6,984.1067,0.5546109
CD6,983.2598,0.5546465
CD6,982.9997,0.554679
CD6,982.8176,0.5546823
CD6,983.1826,0.5547332
CD6,983.0705,0.5547508
CD6,982.5037,0.5548029
CD6,982.4543,0.5548155
CD6,982.3235,0.5548246
CD6,982.6415,0.5548485
CD6,982.5608,0.5548727
CD6,982.0052,0.5548928
CD6,982.0126,0.5549118
CD6,981.8871,0.5549424
CD6,982.1326,0.5549522
CD6,981.6325,0.5549875
CD6,981.479,0.5549878
CD6,981.6493,0.5550094
CD6,981.8245,0.5550391
CD6,982.2816,0.5550386
CD6,981.6473,0.5550769
CD6,981.2306,0.5550924
CD6,981.399,0.5551368
CD6,981.6356,0.5551075
CD6,981.6875,0.5551655
CD6,981.4519,0.5551871
CD6,981.1107,0.5552238
CD6,981.1129,0.5552296
CD6,981.3568,0.5552517
CD6,981.4067,0.5552708
CD6,980.9319,0.5553016
CD6,980.7573,0.5553056
CD6,980.6245,0.5553429
CD6,980.6651,0.5553294
CD6,980.4098,0.5554059
CD6,979.8511,0.5554201
CD6,980.2346,0.5554106
CD6,980.049,0.5554451
CD6,979.8972,0.5554755
CD6,979.6167,0.5555239
CD6,979.3674,0.5555253
CD6,979.7267,0.5555454
CD6,979.8482,0.5555716
CD6,980.0622,0.5555959
CD6,979.5338,0.5556166
CD6,979.0098,0.5556244
CD6,979.1024,0.5556455
CD6,978.9668,0.5556905
CD6,979.2728,0.5556978
CD6,978.9111,0.5557726
CD6,978.8521,0.555762
CD6,979.0108,0.5557843
CD6,979.2409,0.5558046
CD6,979.0967,0.5558533
CD6,978.5165,0.555889
CD6,978.4298,0.5559238
CD6,978.4243,0.555921
CD6,978.5107,0.5559617
CD6,978.3228,0.5559917
CD6,977.8659,0.5560099
CD6,977.6856,0.5560305
CD6,978.0126,0.5560491
CD6,978.1551,0.5560696
CD6,977.7994,0.5561044
CD6,977.4958,0.5561263
CD6,977.5477,0.556113
CD6,977.8824,0.5561556
CD6,978.2139,0.5561727
CD6,977.7282,0.5562038
CD6,977.2205,0.5562219
CD6,977.354,0.5562581
CD6,977.3852,0.5562692
CD6,977.235,0.5562936
CD6,976.7764,0.556347
CD6,976.6549,0.556363
CD6,976.7276,0.5563905
CD6,976.6052,0.556435
CD6,976.6316,0.5564528
CD6,976.3869,0.5564645
CD6,976.0463,0.5565119
CD6,976.3623,0.5565012
CD6,976.2068,0.5565253
CD6,976.3475,0.5565581
CD6,975.9441,0.5565655
CD6,975.7195,0.5565912
CD6,976.1295,0.5566161
CD6,976.0974,0.556664
CD6,976.0261,0.5566763
CD6,975.7792,0.5567079
CD6,975.819,0.5567147
CD6,975.8286,0.5567429
CD6,975.8827,0.5567927
CD6,975.5191,0.5568105
CD6,975.2599,0.556839
CD6,975.2095,0.5568742
CD6,975.3611,0.5568947
CD6,975.3705,0.5569073
CD6,975.2123,0.5569381
CD6,974.6581,0.5569712
CD6,974.8272,0.5569809
CD6,975.1333,0.5570361
CD6,974.9539,0.5570287
CD6,974.5701,0.557059
CD6,974.5061,0.5571051
CD6,974.7739,0.5571111
CD6,974.8798,0.5571273
CD6,974.7701,0.5571381
CD6,974.607,0.5571866
CD6,974.2573,0.5572058
CD6,974.6677,0.557266
CD6,974.7521,0.5572829
CD6,974.3888,0.5572978
CD6,974.0503,0.5573113
CD6,973.9113,0.5573731
CD6,974.1624,0.5573767
CD6,974.0522,0.5573995
CD6,974.1259,0.5574311
CD6,973.5088,0.557455
CD6,973.7494,0.5574607
CD6,974.0783,0.5574974
CD6,973.8793,0.5575309
CD6,973.5748,0.5575529
CD6,973.5888,0.5575791
CD6,973.5529,0.5575905
CD6,973.7386,0.5576276
CD6,973.6534,0.5576492
CD6,973.434,0.5576825
CD6,973.2643,0.5577108
CD6,973.1657,0.5577211
CD6,973.165,0.5577428
CD6,972.9648,0.5577804
CD6,972.837,0.5578034
CD6,972.6208,0.5578147
CD6,972.9,0.5578636
CD6,972.9929,0.5578466
CD6,972.9263,0.5579127
CD6,972.5368,0.5579335
CD6,972.4976,0.5579525
CD6,972.7874,0.5579665
CD6,973.1086,0.5579804
CD6,973.1253,0.5580215
CD6,972.6401,0.5580451
CD6,972.5817,0.558104
CD6,972.7332,0.5581395
CD6,972.7086,0.5581414
CD6,972.5637,0.5581621
CD6,972.1199,0.5581839
CD6,972.389,0.5582055
CD6,972.3418,0.5582564
CD6,972.3127,0.5582607
CD6,972.2402,0.5582879
CD6,971.8341,0.5582802
CD6,972.1489,0.5583096
CD6,972.1446,0.558364
CD6,972.0203,0.5583792
CD6,971.7917,0.558384
CD6,971.4294,0.5584523
CD6,971.4908,0.558431
CD6,971.938,0.5584998
CD6,971.727,0.5585054
CD6,971.1076,0.5585309
CD6,971.1681,0.5585356
CD6,971.1694,0.5585678
CD6,971.5465,0.5585977
CD6,971.4288,0.5586128
CD6,970.8949,0.5586357
CD6,970.9933,0.5586545
CD6,971.26,0.5587046
CD6,971.5175,0.5587273
CD6,971.239,0.558748
CD6,971.0187,0.5587939
CD6,970.8493,0.5587945
CD6,970.8316,0.5588365
CD6,970.9654,0.5588609
CD6,970.7579,0.5588737
CD6,970.6165,0.55888
CD6,970.6249,0.5589358
CD6,970.8484,0.5589894
CD6,970.7654,0.5590033
CD6,970.5927,0.5590243
CD6,970.1607,0.5590411
CD6,970.4697,0.5590726
CD6,970.7648,0.5590873
CD6,970.4945,0.5591195
CD6,969.9632,0.5591192
CD6,969.852,0.5591563
CD6,970.121,0.5591956
CD6,970.4024,0.5592121
CD6,970.2195,0.5592321
CD6,969.7101,0.5592469
CD6,969.4151,0.5592791
CD6,969.6812,0.5593123
CD6,969.8035,0.5593299
CD6,969.7105,0.5593382
CD6,969.3814,0.5593706
CD6,969.3685,0.5593921
CD6,969.6421,0.5594178
CD6,969.89,0.5594391
CD6,969.4336,0.559455
CD6,969.3341,0.5594678
CD6,969.1765,0.5595187
CD6,969.1475,0.5595294
CD6,969.4404,0.5595629
CD6,969.1312,0.5595839
CD6,968.8128,0.5595941
CD6,968.9155,0.5596264
CD6,969.3517,0.5596605
CD6,969.1106,0.5596633
CD6,968.6873,0.5596942
CD6,968.4168,0.5597166
CD6,968.5168,0.559763
CD6,969.1649,0.5597704
CD6,968.7497,0.5598027
CD6,968.2839,0.5598186
CD6,968.464,0.5598305
CD6,968.8484,0.5598942
CD6,968.9403,0.5599175
CD6,968.7773,0.5599488
CD6,968.6473,0.559961
CD6,968.207,0.5599831
CD6,968.6206,0.5600272
CD6,968.6314,0.560008
CD6,968.6932,0.5600685
CD6,968.0489,0.5600777
CD6,968.425,0.5600845
CD6,968.7462,0.5601361
CD6,968.9008,0.5601398
CD6,968.466,0.5601715
CD6,967.9902,0.5602079
CD6,967.8071,0.560231
CD6,968.1353,0.5602433
CD6,968.2067,0.5602718
CD6,967.2641,0.5602719
CD6,966.8698,0.5603163
CD6,967.2925,0.5603354
CD6,967.722,0.5603558
CD6,967.628,0.5603748
CD6,967.2164,0.5604187
CD6,966.9389,0.5604327
CD6,967.1871,0.5604632
CD6,967.2162,0.5604767
CD6,967.1014,0.5605136
CD6,966.4848,0.5605253
CD6,966.6109,0.5605538
CD6,966.49,0.5605823
CD6,967.0273,0.5606129
CD6,966.9364,0.5606214
CD6,966.3881,0.5606464
CD6,966.5877,0.5606709
CD6,967.0236,0.5606994
CD6,967.0605,0.5607249
CD6,966.6063,0.560739
CD6,966.0764,0.5607631
CD6,966.0036,0.5607917
CD6,966.3948,0.5608052
CD6,966.2471,0.5608472
CD6,966.2668,0.5608205
CD6,966.0475,0.560881
CD6,965.9131,0.5608889
CD6,966.2208,0.5609147
CD6,966.3576,0.5609425
CD6,965.805,0.5609588
CD6,965.6357,0.5609731
CD6,966.0541,0.5609911
CD6,966.0107,0.5610091
CD6,966.0529,0.5610347
CD6,965.9702,0.5610614
CD6,965.9408,0.5610855
CD6,966.2329,0.561109
CD6,966.4246,0.5611371
CD6,965.9568,0.5611413
CD6,965.6871,0.561156
CD6,965.6575,0.561196
CD6,965.3872,0.5611915
CD6,965.724,0.5612085
CD6,965.4133,0.5612438
CD6,965.162,0.5612517
CD6,965.0432,0.5612811
CD6,965.2123,0.5613101
CD6,965.3595,0.5613233
CD6,964.8411,0.5613795
CD6,964.5084,0.5613898
CD6,964.618,0.5613869
CD6,964.9743,0.5613938
CD6,964.7044,0.56142
CD6,964.4211,0.5614377
CD6,964.2278,0.5614665
CD6,964.3287,0.5614915
CD6,964.6264,0.5615261
CD6,964.4474,0.5615392
CD6,964.1924,0.561562
CD6,963.9859,0.5615671
CD6,964.1489,0.5615778
CD6,964.1684,0.5616033
CD6,964.2266,0.5616305
CD6,964.0621,0.5616392
CD6,963.5779,0.561674
CD6,963.7886,0.5616843
CD6,964.0754,0.5617092
CD6,964.2316,0.5617314
CD6,963.8896,0.5617649
CD6,963.8218,0.5617592
CD6,964.1087,0.5618005
CD6,964.1214,0.5618121
CD6,963.9245,0.5618214
CD6,963.3627,0.5618591
CD6,963.9344,0.5618768
CD6,963.9413,0.5618835
CD6,964.1718,0.5618945
CD6,963.7979,0.561906
CD6,963.5468,0.5619108
CD6,963.5121,0.5619169
CD6,963.8804,0.5619915
CD6,963.6249,0.5619887
CD6,963.2591,0.5620277
CD6,963.0092,0.5620444
CD6,962.9202,0.5620482
CD6,963.0175,0.5620795
CD6,963.1525,0.5621281
CD6,962.9374,0.562106
CD6,962.6499,0.562146
CD6,963.0336,0.5621542
CD6,963.1525,0.5621726
CD6,962.9056,0.5622131
CD6,962.6164,0.5622381
CD6,962.5953,0.5622659
CD6,963.0402,0.5622797
CD6,963.2827,0.5622788
CD6,962.8621,0.5623148
CD6,962.2749,0.5623307
CD6,962.5504,0.5623506
CD6,962.8806,0.5623499
CD6,962.7455,0.5624166
CD6,962.4358,0.5624194
CD6,962.4346,0.5624469
CD6,962.5683,0.5624487
CD6,962.571,0.5624736
CD6,962.5053,0.5624916
CD6,962.284,0.5625177
CD6,961.8561,0.5625458
CD6,962.0159,0.5625599
CD6,962.0952,0.5626
CD6,962.1581,0.5626058
CD6,961.962,0.5626274
CD6,961.6067,0.5626177
CD6,961.6394,0.562655
CD6,962.055,0.5626702
CD6,961.6256,0.562715
CD6,961.534,0.5627215
CD6,961.2662,0.562739
CD6,961.444,0.562771
CD6,961.398,0.5627742
CD6,961.4133,0.5628092
CD6,960.9841,0.5628275
CD6,960.9748,0.5628118
CD6,961.2666,0.5628728
CD6,961.3744,0.5628761
CD6,960.9934,0.5629011
CD6,960.6078,0.5629018
CD6,960.5789,0.562933
CD6,961.0423,0.5629647
CD6,960.8613,0.5629643
CD6,960.6662,0.5629915
CD6,960.2711,0.5630081
CD6,960.7504,0.5630187
CD6,960.8028,0.5630174
CD6,961.0425,0.5630469
CD6,960.6559,0.5630601
CD6,960.5501,0.5630686
CD6,960.635,0.5630937
CD6,960.6925,0.5630971
CD6,960.5973,0.5631298
CD6,960.3952,0.5631298
CD6,960.2192,0.5631583
CD6,960.3183,0.5631413
CD6,960.7006,0.5631415
CD6,960.3644,0.5631584
CD6,960.0556,0.5631695
CD6,960.1241,0.5631895
CD6,960.177,0.5631954
CD6,960.3228,0.5632006
CD6,959.9115,0.5631966
CD6,959.7067,0.5632181
CD6,959.817,0.56324
CD6,959.9134,0.563228
CD6,960.1594,0.5632474
CD6,959.7742,0.5632489
CD6,959.5936,0.5632575
CD6,959.5322,0.5632687
CD6,959.8349,0.5632959
CD6,959.4855,0.5632992
CD6,959.4464,0.5633051
CD6,959.0698,0.563315
CD6,959.0984,0.5633169
CD6,959.3655,0.5633162
CD6,959.7076,0.5633114
CD6,959.319,0.5633515
CD6,958.7479,0.5633365
CD6,958.9967,0.5633289
CD6,959.3798,0.5633121
CD6,959.1544,0.5633318
CD6,958.9533,0.5633378
CD6,959.0893,0.5633279
CD6,959.3457,0.5633368
CD6,959.6521,0.5633428
CD6,959.1404,0.5633527
CD6,959.0112,0.5633582
CD6,959.1349,0.5633768
CD6,959.4391,0.5633585
CD6,959.5463,0.5633685
CD6,959.361,0.5633895
CD6,958.9095,0.563375
CD6,958.8595,0.5634001
CD6,958.8786,0.5633875
CD6,958.9462,0.5634372
CD6,958.6236,0.5634254
CD6,958.2604,0.5634444
CD6,958.2897,0.563436
CD6,958.8366,0.5634431
CD6,958.523,0.5634657
CD6,958.4981,0.5634708
CD6,957.9144,0.5634669
CD6,958.6086,0.5635069
CD6,958.5394,0.5634878
CD6,958.4492,0.5635143
CD6,957.8932,0.5635241
CD6,958.0407,0.5635314
CD6,958.1085,0.563553
CD6,958.3293,0.5635487
CD6,958.1105,0.5635687
CD6,957.3095,0.5635671
CD6,957.55,0.5635765
CD6,957.6733,0.5635754
CD6,957.9439,0.5636064
CD6,957.6824,0.5636076
CD6,957.6304,0.563618
CD6,957.7108,0.5636107
CD6,957.79,0.5636326
CD6,958.1275,0.5636439
CD6,957.8849,0.5636488
CD6,957.4101,0.5636673
CD6,957.3756,0.5636708
CD6,957.5485,0.5636972
CD6,957.7569,0.5636929
CD6,957.4833,0.5637067
CD6,956.8264,0.5637152
CD6,956.7645,0.5637436
CD6,957.296,0.5637455
CD6,957.175,0.5637777
CD6,956.9721,0.5637898
CD6,956.7494,0.563802
CD6,956.8685,0.5638109
CD6,957.0806,0.563844
CD6,957.4524,0.5638278
CD6,956.7791,0.5638585
CD6,956.8747,0.5638854
CD6,957.1541,0.5638637
CD6,957.2981,0.5638512
CD6,957.0213,0.5639166
CD6,956.9513,0.563907
CD6,956.6858,0.5639416
CD6,957.0251,0.5639627
CD6,957.0094,0.5639824
CD6,956.7732,0.564018
CD6,956.4975,0.5640227
CD6,956.4536,0.5640592
CD6,956.5574,0.5640791
CD6,956.3825,0.564073
CD6,956.4793,0.5641023
CD6,956.0463,0.5641185
CD6,956.3041,0.5641448
CD6,956.4992,0.5641669
CD6,956.8604,0.5641828
CD6,956.3193,0.564196
CD6,956.1315,0.564194
CD6,956.3082,0.5641928
CD6,956.5472,0.564249
CD6,956.5262,0.5642471
CD6,955.8434,0.5642866
CD6,955.6202,0.5643145
CD6,955.7436,0.5643424
CD6,955.9636,0.564315
CD6,956.0343,0.5643608
CD6,955.7523,0.56439
CD6,955.6241,0.564379
CD6,955.6354,0.5643953
CD6,955.6438,0.5644254
CD6,955.4006,0.5644568
CD6,954.9046,0.5644661
CD6,955.038,0.5644679
CD6,955.2142,0.5645254
CD6,955.4939,0.564524
CD6,955.2792,0.5645391
CD6,955.2146,0.564559
CD6,955.1221,0.5645782
CD6,955.0143,0.5646029
CD6,955.0131,0.5646037
CD6,955.0712,0.5646045
CD6,954.6356,0.5646429
CD6,954.7516,0.5646621
CD6,955.4499,0.5646669
CD6,955.2797,0.5646799
CD6,954.7257,0.5647158
CD6,954.6414,0.5647155
CD6,954.8278,0.5647555
CD6,954.8317,0.5647673
CD6,955.0232,0.5648107
CD6,954.4799,0.5648118
CD6,954.4958,0.5648114
CD6,954.4174,0.5648687
CD6,954.5818,0.5648968
CD6,954.804,0.5649346
CD6,954.2412,0.564946
CD6,954.0247,0.5649671
CD6,954.1908,0.5649855
CD6,954.4381,0.5650281
CD6,954.0038,0.5650448
CD6,953.7077,0.5650398
CD6,953.6022,0.5650959
CD6,953.8033,0.5650951
CD6,953.5987,0.5651518
CD6,953.5344,0.5651804
CD6,952.9796,0.5652047
CD6,953.2706,0.5651846
CD6,953.6069,0.5652307
CD6,953.3768,0.5652603
CD6,953.1156,0.5652675
CD6,953.1517,0.5652936
CD6,953.2655,0.5653249
CD6,953.447,0.5653614
CD6,953.5721,0.5653574
CD6,953.0013,0.5653883
CD6,952.9545,0.5653996
CD6,953.0896,0.5654178
CD6,953.3544,0.56542
CD6,953.3555,0.5654415
CD6,952.6715,0.565507
CD6,952.5904,0.5655105
CD6,952.7966,0.5655434
CD6,953.0046,0.5655204
CD6,952.6516,0.5655328
CD6,952.3317,0.5656087
CD6,952.421,0.5655759
CD6,952.7913,0.565615
CD6,952.6946,0.5656191
CD6,952.5127,0.5656683
CD6,952.1051,0.5656782
CD6,952.5265,0.5657183
CD6,952.5598,0.5657282
CD6,952.643,0.5657664
CD6,952.2249,0.5657695
CD6,952.1279,0.5657329
CD6,952.1831,0.5658744
CD6,952.2286,0.5658221
CD6,952.1362,0.5658945
CD6,952.0999,0.5658673
CD6,952.1706,0.5659398
CD6,952.0871,0.5659369
CD6,952.1268,0.5659651
CD6,951.9845,0.5659897
CD6,951.6346,0.5660146
CD6,951.542,0.5660125
CD6,951.7498,0.5660548
CD6,951.7491,0.5661019
CD6,951.2916,0.5660807
CD6,951.1265,0.5661163
CD6,951.2739,0.5661382
CD6,951.5651,0.5661464
CD6,951.4841,0.5662005
CD6,951.2569,0.5662187
CD6,950.9158,0.5662204
CD6,951.076,0.5662491
CD6,951.1556,0.5662519
CD6,951.208,0.5662882
CD6,950.9158,0.5663087
CD6,950.5163,0.5663298
CD6,950.9174,0.5663471
CD6,951.3393,0.566378
CD6,951.025,0.5663852
CD6,950.5994,0.5663972
CD6,950.4703,0.5664344
CD6,950.5913,0.5664554
CD6,950.7474,0.5664788
CD6,950.5992,0.5665345
CD6,950.214,0.5665381
CD6,950.033,0.5665427
CD6,950.404,0.5665777
CD6,950.4826,0.5665792
CD6,950.4479,0.5666122
CD6,950.0749,0.5666164
CD6,949.9246,0.5666388
CD6,950.3089,0.5666714
CD6,950.3703,0.566695
CD6,950.2187,0.566742
CD6,950.0895,0.5667605
CD6,950.2577,0.5667766
CD6,950.4155,0.5667952
CD6,950.522,0.5668258
CD6,950.1168,0.5668481
CD6,949.7275,0.5669065
CD6,949.8623,0.566899
CD6,950.1885,0.5669152
CD6,949.8917,0.5669778
CD6,949.7303,0.5669396
CD6,949.3436,0.566988
CD6,949.3128,0.567018
CD6,949.3713,0.5670468
CD6,949.2204,0.5670546
CD6,949.1288,0.5671031
CD6,949.0252,0.5671007
CD6,949.1156,0.5671296
CD6,949.1918,0.5671773
CD6,949.2041,0.5671977
CD6,948.8587,0.567219
CD6,948.7624,0.5672327
CD6,949.1768,0.5672772
CD6,949.0826,0.5673056
CD6,948.6555,0.5673166
CD6,948.3069,0.5673436
CD6,948.1966,0.5673628
CD6,948.3524,0.5674023
CD6,948.6354,0.567413
CD6,948.2468,0.5674458
CD6,947.9642,0.5674987
CD6,948.1513,0.5674881
CD6,948.1875,0.5675202
CD6,947.9918,0.567539
CD6,947.7656,0.5675723
CD6,947.7371,0.5676072
CD6,947.641,0.5676013
CD6,947.9235,0.5676527
CD6,947.8078,0.567652
CD6,947.5396,0.5676883
CD6,947.4449,0.5677052
CD6,947.3704,0.5677272
CD6,947.6537,0.567753
CD6,947.5728,0.5677768
CD6,946.8982,0.5678078
CD6,946.9379,0.5678319
CD6,947.1911,0.567853
CD6,947.1184,0.5678592
CD6,947.1891,0.5679013
CD6,946.8086,0.5679231
CD6,946.8337,0.5679397
CD6,946.971,0.5679393
CD6,947.012,0.5680113
CD6,946.6182,0.5680148
CD6,946.2068,0.5680559
CD6,946.3475,0.5680565
CD6,946.5206,0.5680722
CD6,946.3219,0.5680983
CD6,946.2307,0.5681225
CD6,946.1121,0.5681624
CD6,946.3425,0.568181
CD6,946.417,0.5681777
CD6,946.4709,0.56823
CD6,946.1088,0.5682603
CD6,945.8744,0.5682639
CD6,945.7983,0.5683086
CD6,945.9423,0.5683365
CD6,945.881,0.5683352
CD6,945.6525,0.5683696
CD6,945.5165,0.5683884
CD6,945.4686,0.5683951
CD6,945.7704,0.568445
CD6,945.5551,0.5684465
CD6,945.334,0.5684911
CD6,945.3578,0.5685154
CD6,945.7273,0.5685535
CD6,945.9425,0.5685677
CD6,945.864,0.5685918
CD6,945.4327,0.568626
CD6,945.5177,0.568627
CD6,945.7013,0.5686614
CD6,945.6877,0.5687019
CD6,945.7556,0.5687278
CD6,945.303,0.5687437
CD6,945.3702,0.5687595
CD6,945.3537,0.5687875
CD6,945.1722,0.5688246
CD6,945.2343,0.5688332
CD6,944.9891,0.5688569
CD6,944.9906,0.5688778
CD6,944.9737,0.5689089
CD6,944.9998,0.5689478
CD6,944.7568,0.5689388
CD6,944.2735,0.5689848
CD6,944.3964,0.5690137
CD6,944.5145,0.5690491
CD6,944.6002,0.5690606
CD6,944.0498,0.5690793
CD6,943.7418,0.5691123
CD6,943.6492,0.5691161
CD6,944.2966,0.5691531
CD6,943.9499,0.5691562
CD6,943.2539,0.5691878
CD6,943.2068,0.5692232
CD6,943.3818,0.5692295
CD6,943.4599,0.5692761
CD6,943.2029,0.5693108
CD6,942.934,0.5693108
CD6,943.4041,0.5693491
CD6,943.1345,0.5693915
CD6,943.1968,0.5694089
CD6,943.0428,0.5694364
CD6,942.741,0.56945
CD6,942.7157,0.5694652
CD6,942.9003,0.5694841
