test_id,p_kPa,void_ratio
CD1,184.1089,0.6825957
CD1,184.0975,0.6826464
CD1,183.9601,0.6826158
CD1,184.0756,0.6826365
CD1,184.0651,0.6826564
CD1,184.0546,0.6826507
CD1,184.0231,0.682679
CD1,184.058,0.6826779
CD1,184.0348,0.6826659
CD1,184.0704,0.6826863
CD1,183.9692,0.6826939
CD1,184.0759,0.6827069
CD1,184.0914,0.6827146
CD1,184.0748,0.6826975
CD1,184.0596,0.6827198
CD1,184.1645,0.6827426
CD1,184.121,0.6827218
CD1,184.1645,0.6827449
CD1,184.2289,0.6827324
CD1,184.2292,0.6827464
CD1,184.1751,0.6827692
CD1,184.0636,0.6827722
CD1,184.1473,0.6827786
CD1,184.0749,0.6827997
CD1,184.1413,0.682806
CD1,184.1123,0.6828051
CD1,184.242,0.6828327
CD1,184.1016,0.6828135
CD1,184.1478,0.6828295
CD1,184.1236,0.6828289
CD1,184.1374,0.6828437
CD1,184.1265,0.6828445
CD1,184.2,0.6828438
CD1,184.2143,0.6828596
CD1,184.1566,0.6828829
CD1,184.1614,0.6828836
CD1,184.2006,0.6828949
CD1,184.2307,0.6829137
CD1,184.1547,0.68288
CD1,184.2504,0.6829015
CD1,184.1338,0.6829167
CD1,184.2806,0.682939
CD1,184.2232,0.6829405
CD1,184.2804,0.6829339
CD1,184.2886,0.6829607
CD1,184.213,0.6829498
CD1,184.221,0.6829723
CD1,184.2247,0.682976
CD1,184.2673,0.6829708
CD1,184.2618,0.6829814
CD1,184.2121,0.6829954
CD1,184.1606,0.6830055
CD1,184.227,0.6830137
CD1,184.2399,0.6830265
CD1,184.2778,0.6830168
CD1,184.241,0.6830292
CD1,184.1903,0.6830386
CD1,184.1087,0.6830418
CD1,184.1575,0.6830572
CD1,184.1014,0.6830476
CD1,184.149,0.6830619
CD1,184.0262,0.6830608
CD1,184.0562,0.6830931
CD1,184.0297,0.683068
CD1,184.0457,0.6830869
CD1,184.122,0.6831049
CD1,184.0482,0.6830966
CD1,184.1588,0.6830867
CD1,184.0621,0.6831189
CD1,184.0993,0.6831114
CD1,184.1262,0.68312
CD1,184.1379,0.6831303
CD1,184.1732,0.6831433
CD1,184.2516,0.6831493
CD1,184.2707,0.6831649
CD1,184.2724,0.6831658
CD1,184.235,0.6831718
CD1,184.2635,0.6831878
CD1,184.3542,0.6831883
CD1,184.2599,0.6831993
CD1,184.2607,0.6831921
CD1,184.2335,0.6832085
CD1,184.331,0.6832255
CD1,184.3011,0.6832239
CD1,184.3259,0.6832327
CD1,184.2851,0.6832441
CD1,184.2901,0.6832423
CD1,184.1513,0.6832461
CD1,184.2895,0.6832494
CD1,184.3111,0.6832579
CD1,184.2694,0.6832882
CD1,184.2812,0.6832748
CD1,184.2893,0.6833075
CD1,184.2643,0.6832944
CD1,184.2669,0.6832905
CD1,184.3009,0.6833132
CD1,184.1408,0.6833118
CD1,184.2334,0.6833135
CD1,184.215,0.6833258
CD1,184.2145,0.683346
CD1,184.2423,0.6833302
CD1,184.2149,0.6833411
CD1,184.2417,0.6833376
CD1,184.3036,0.6833359
CD1,184.3401,0.6833622
CD1,184.324,0.6833584
CD1,184.4017,0.683386
CD1,184.2904,0.6833922
CD1,184.3045,0.6833871
CD1,184.3599,0.6833989
CD1,184.3158,0.683395
CD1,184.2351,0.6834133
CD1,184.2345,0.6834128
CD1,184.2072,0.6833996
CD1,184.2803,0.6834284
CD1,184.1791,0.6834315
CD1,184.3206,0.6834502
CD1,184.3698,0.6834631
CD1,184.3103,0.6834696
CD1,184.295,0.6834739
CD1,184.2401,0.6834871
CD1,184.3347,0.6834787
CD1,184.307,0.6834824
CD1,184.3449,0.6834979
CD1,184.2085,0.6834987
CD1,184.2858,0.6835048
CD1,184.3205,0.6835144
CD1,184.3438,0.6835116
CD1,184.3508,0.6835528
CD1,184.2783,0.6835284
CD1,184.2616,0.6835507
CD1,184.3274,0.6835506
CD1,184.3393,0.6835712
CD1,184.2946,0.6835583
CD1,184.2414,0.6835655
CD1,184.2954,0.6835679
CD1,184.1761,0.6835849
CD1,184.1917,0.6836143
CD1,184.2387,0.6835815
CD1,184.1761,0.6836281
CD1,184.2725,0.6836052
CD1,184.2348,0.6836254
CD1,184.2287,0.6836277
CD1,184.2684,0.6836347
CD1,184.2952,0.6836415
CD1,184.2689,0.6836556
CD1,184.3484,0.6836865
CD1,184.1412,0.6836645
CD1,184.1981,0.6836734
CD1,184.2608,0.683675
CD1,184.3235,0.6836967
CD1,184.3209,0.6837115
CD1,184.2139,0.6837064
CD1,184.219,0.6837012
CD1,184.151,0.6837033
CD1,184.2053,0.683715
CD1,184.2349,0.6837321
CD1,184.2505,0.6837272
CD1,184.3152,0.6837447
CD1,184.2657,0.6837628
CD1,184.3257,0.6837564
CD1,184.3162,0.6837853
CD1,184.3624,0.683775
CD1,184.3124,0.6838024
CD1,184.2563,0.6837926
CD1,184.3529,0.6837977
CD1,184.3612,0.6837935
CD1,184.3674,0.683814
CD1,184.3051,0.6838302
CD1,184.3563,0.6838273
CD1,184.3201,0.6838468
CD1,184.3232,0.6838504
CD1,184.2202,0.6838468
CD1,184.2418,0.6838519
CD1,184.2013,0.6838312
CD1,184.2817,0.6838387
CD1,184.2347,0.6838684
CD1,184.2297,0.6838865
CD1,184.2686,0.6838885
CD1,184.2965,0.6839011
CD1,184.2728,0.683909
CD1,184.314,0.6839113
CD1,184.3128,0.6839062
CD1,184.278,0.6839266
CD1,184.2156,0.6839321
CD1,184.271,0.6839477
CD1,184.2218,0.6839385
CD1,184.2969,0.6839557
CD1,184.2645,0.6839472
CD1,184.2919,0.6839768
CD1,184.3598,0.6839753
CD1,184.3892,0.6839883
CD1,184.3212,0.6839887
CD1,184.3718,0.6840023
CD1,184.3606,0.6840175
CD1,184.3702,0.6840413
CD1,184.2449,0.684007
CD1,184.2481,0.6840136
CD1,184.212,0.6840289
CD1,184.2858,0.6840433
CD1,184.2352,0.6840304
CD1,184.2515,0.6840455
CD1,184.1905,0.6840699
CD1,184.1733,0.6840597
CD1,184.2043,0.6840713
CD1,184.2305,0.6840635
CD1,184.1957,0.6840917
CD1,184.2688,0.6840977
CD1,184.2129,0.6841202
CD1,184.1678,0.6841124
CD1,184.1815,0.6841175
CD1,184.2401,0.6841424
CD1,184.2714,0.6841371
CD1,184.2207,0.6841465
CD1,184.2174,0.6841422
CD1,184.3549,0.6841407
CD1,184.3655,0.6841552
CD1,184.2751,0.6841714
CD1,184.2517,0.6841535
CD1,184.1651,0.6841597
CD1,184.2511,0.6841891
CD1,184.1933,0.6841937
CD1,184.2655,0.6841993
CD1,184.1994,0.68419
CD1,184.3109,0.6842223
CD1,184.1722,0.6842181
CD1,184.2474,0.6842325
CD1,184.2279,0.6842504
CD1,184.2687,0.6842543
CD1,184.2973,0.6842463
CD1,184.3251,0.684253
CD1,184.3329,0.6842676
CD1,184.2805,0.6842624
CD1,184.2513,0.6842787
CD1,184.2057,0.684287
CD1,184.2214,0.684288
CD1,184.1767,0.6843238
CD1,184.1901,0.6843205
CD1,184.1471,0.6843423
CD1,184.1636,0.6843333
CD1,184.1043,0.6843507
CD1,184.1406,0.6843733
CD1,184.0476,0.6843494
CD1,184.1163,0.6843476
CD1,184.1036,0.6843869
CD1,184.1551,0.6843715
CD1,184.2527,0.6843672
CD1,184.2251,0.6843804
CD1,184.1704,0.6844045
CD1,184.2345,0.6844104
CD1,184.2618,0.6844209
CD1,184.1398,0.6844221
CD1,184.1948,0.6844402
CD1,184.1136,0.6844457
CD1,184.1713,0.684434
CD1,184.1942,0.6844599
CD1,184.188,0.6844771
CD1,184.1105,0.6844631
CD1,184.1362,0.6844921
CD1,184.101,0.6844877
CD1,184.0887,0.6844887
CD1,184.1428,0.6845148
CD1,184.1122,0.6845027
CD1,184.1285,0.6844906
CD1,184.1887,0.6845233
CD1,184.2059,0.684542
CD1,184.128,0.6845194
CD1,184.1382,0.6845166
CD1,184.1838,0.6845411
CD1,184.1845,0.6845444
CD1,184.1035,0.6845493
CD1,184.1021,0.68457
CD1,184.0193,0.6845653
CD1,184.0723,0.684585
CD1,183.9582,0.6846
CD1,184.0066,0.684584
CD1,184.0973,0.6845915
CD1,184.0136,0.6845793
CD1,184.0409,0.6846307
CD1,184.0809,0.6846188
CD1,184.042,0.6846415
CD1,184.0827,0.6846467
CD1,184.0926,0.6846504
CD1,184.0531,0.6846605
CD1,184.025,0.6846676
CD1,184.0805,0.6846803
CD1,184.0222,0.6846723
CD1,184.096,0.6846977
CD1,184.0442,0.6846771
CD1,184.0767,0.6846706
CD1,184.0477,0.6846931
CD1,184.112,0.6847118
CD1,184.0929,0.6847152
CD1,184.0237,0.6847107
CD1,183.9811,0.6847401
CD1,184.0469,0.6847348
CD1,184.0544,0.684746
CD1,184.0619,0.6847592
CD1,183.9721,0.6847479
CD1,184.0122,0.6847787
CD1,183.9716,0.6847688
CD1,183.9165,0.6847534
CD1,183.9338,0.6847873
CD1,183.8834,0.6847857
CD1,183.8813,0.6848117
CD1,183.9494,0.6848259
CD1,183.9656,0.6848202
CD1,183.8723,0.6848158
CD1,183.9653,0.6848462
CD1,183.8908,0.6848429
CD1,183.9328,0.6848286
CD1,183.8436,0.684835
CD1,183.9198,0.6848424
CD1,183.7891,0.6848765
CD1,183.9098,0.6848705
CD1,183.8266,0.6848714
CD1,183.8653,0.6848907
CD1,183.7369,0.6848893
CD1,183.7606,0.6848893
CD1,183.796,0.68491
CD1,183.8106,0.6849294
CD1,183.6976,0.6849357
CD1,183.9018,0.6849236
CD1,183.8203,0.6849148
CD1,183.9494,0.684942
CD1,183.9249,0.6849286
CD1,183.8886,0.6849365
CD1,183.9754,0.6849572
CD1,183.8432,0.6849623
CD1,183.907,0.6849526
CD1,183.9126,0.6849608
CD1,183.9489,0.684996
CD1,183.8215,0.684965
CD1,183.865,0.6849977
CD1,183.8391,0.6850026
CD1,183.9582,0.6850104
CD1,183.8296,0.6850206
CD1,183.8057,0.6850206
CD1,183.8167,0.6850082
CD1,183.8822,0.6850377
CD1,183.8633,0.6850287
CD1,183.7919,0.6850156
CD1,183.8753,0.6850551
CD1,183.8638,0.6850521
CD1,183.8916,0.6850555
CD1,183.8908,0.6850885
CD1,183.8718,0.68509
CD1,183.9162,0.6850606
CD1,183.9223,0.6851105
CD1,183.881,0.6851051
CD1,183.8694,0.6851138
CD1,183.816,0.6850918
CD1,183.8422,0.6851152
CD1,183.7945,0.6851515
CD1,183.8378,0.6851437
CD1,183.7745,0.6851461
CD1,183.8422,0.6851467
CD1,183.7963,0.68514
CD1,183.8472,0.6851686
CD1,183.8268,0.6851551
CD1,183.7744,0.6852027
CD1,183.8059,0.6852069
CD1,183.7621,0.6851787
CD1,183.8288,0.6852106
CD1,183.697,0.6851962
CD1,183.8313,0.6851944
CD1,183.7603,0.6852182
CD1,183.7814,0.6852438
CD1,183.7216,0.6852192
CD1,183.7074,0.6852146
CD1,183.6416,0.6852358
CD1,183.7011,0.6852477
CD1,183.6656,0.6852536
CD1,183.6918,0.6852543
CD1,183.7155,0.6852668
CD1,183.7544,0.6852629
CD1,183.6877,0.6852623
CD1,183.6437,0.685262
CD1,183.7306,0.6852863
CD1,183.681,0.6852887
CD1,183.6618,0.6853037
CD1,183.6384,0.6852949
CD1,183.7101,0.6853123
CD1,183.7601,0.685346
CD1,183.716,0.6853129
CD1,183.7238,0.6853424
CD1,183.6771,0.6853378
CD1,183.7525,0.6853534
CD1,183.6994,0.6853724
CD1,183.6716,0.6853787
CD1,183.7119,0.6853924
CD1,183.6683,0.6853851
CD1,183.6865,0.6854062
CD1,183.699,0.6854159
CD1,183.6518,0.6854141
CD1,183.5996,0.6854251
CD1,183.6439,0.6854433
CD1,183.6134,0.6854087
CD1,183.5884,0.6854444
CD1,183.5497,0.6854451
CD1,183.6282,0.6854643
CD1,183.6781,0.6854832
CD1,183.598,0.6854555
CD1,183.6217,0.6854767
CD1,183.6409,0.6854805
CD1,183.6007,0.6854929
CD1,183.6019,0.6854979
CD1,183.6804,0.6855038
CD1,183.5955,0.6855124
CD1,183.6858,0.685554
CD1,183.5081,0.685514
CD1,183.6276,0.685528
CD1,183.587,0.6855343
CD1,183.6498,0.6855595
CD1,183.56,0.6855344
CD1,183.6376,0.6855666
CD1,183.5896,0.6855517
CD1,183.604,0.6855745
CD1,183.4707,0.685564
CD1,183.5725,0.6855637
CD1,183.5752,0.6855707
CD1,183.6032,0.6855724
CD1,183.5993,0.6856027
CD1,183.5146,0.685592
CD1,183.5614,0.6855918
CD1,183.4834,0.6856106
CD1,183.6205,0.6856286
CD1,183.5387,0.68563
CD1,183.5515,0.6856493
CD1,183.5774,0.685646
CD1,183.5754,0.6856441
CD1,183.5779,0.6856699
CD1,183.5291,0.6856712
CD1,183.4672,0.6856768
CD1,183.4235,0.6856943
CD1,183.5017,0.6856973
CD1,183.3579,0.6857126
CD1,183.4879,0.6857044
CD1,183.4943,0.6857318
CD1,183.5217,0.6857218
CD1,183.4399,0.685724
CD1,183.4942,0.6857407
CD1,183.5142,0.6857477
CD1,183.5171,0.6857499
CD1,183.4476,0.6857632
CD1,183.4157,0.685767
CD1,183.3885,0.6857654
CD1,183.4138,0.6857853
CD1,183.4135,0.6857871
CD1,183.5241,0.6857954
CD1,183.4619,0.6857906
CD1,183.4504,0.6858136
CD1,183.5212,0.6858121
CD1,183.369,0.6858113
CD1,183.4763,0.6858208
CD1,183.4206,0.6858303
CD1,183.4537,0.685859
CD1,183.4314,0.6858495
CD1,183.4399,0.6858818
CD1,183.2847,0.6858675
CD1,183.3001,0.6858729
CD1,183.2966,0.6858783
CD1,183.3982,0.6858983
CD1,183.3442,0.6859006
CD1,183.3755,0.6859052
CD1,183.3154,0.6859211
CD1,183.3112,0.6859189
CD1,183.2643,0.6859407
CD1,183.2887,0.6859291
CD1,183.1991,0.6859565
CD1,183.1947,0.6859472
CD1,183.2015,0.6859293
CD1,183.2451,0.6859508
CD1,183.2262,0.6859492
CD1,183.2867,0.6859774
CD1,183.2758,0.6859748
CD1,183.294,0.6860125
CD1,183.3331,0.6859952
CD1,183.2129,0.6859887
CD1,183.3125,0.6859835
CD1,183.3094,0.6860152
CD1,183.374,0.6860063
CD1,183.3499,0.6860342
CD1,183.3366,0.686039
CD1,183.2804,0.6860283
CD1,183.2592,0.6860278
CD1,183.3111,0.6860354
CD1,183.2819,0.6860476
CD1,183.1423,0.6860435
CD1,183.2586,0.686036
CD1,183.2389,0.6860702
CD1,183.3371,0.6860812
CD1,183.1945,0.6861111
CD1,183.252,0.6861005
CD1,183.1405,0.6861087
CD1,183.2254,0.6861162
CD1,183.2125,0.6861133
CD1,183.3011,0.6861066
CD1,183.2639,0.6861298
CD1,183.283,0.6861372
CD1,183.237,0.6861409
CD1,183.2781,0.6861471
CD1,183.2213,0.6861509
CD1,183.2454,0.6861638
CD1,183.2086,0.6861372
CD1,183.2478,0.6861848
CD1,183.1585,0.686149
CD1,183.0768,0.6861873
CD1,183.048,0.6861782
CD1,183.1756,0.6861768
CD1,183.0987,0.6862076
CD1,183.0682,0.6862186
CD1,182.9969,0.6862147
CD1,183.0878,0.6862049
CD1,183.0191,0.6862217
CD1,183.0748,0.6862236
CD1,183.056,0.6862132
CD1,183.0766,0.6862221
CD1,183.1055,0.6862267
CD1,183.0941,0.686228
CD1,183.0737,0.6862536
CD1,183.0539,0.6862459
CD1,183.1329,0.6862415
CD1,183.1477,0.6862663
CD1,183.1345,0.6862635
CD1,183.1419,0.6862805
CD1,183.1456,0.6862769
CD1,183.0968,0.6862688
CD1,183.1747,0.6862991
CD1,183.0604,0.6862743
CD1,183.1401,0.6862996
CD1,183.0795,0.6862942
CD1,183.1637,0.6863137
CD1,183.1696,0.6863242
CD1,183.1755,0.6863289
CD1,183.1805,0.6863292
CD1,183.2224,0.6863146
CD1,183.1423,0.6863217
CD1,183.1607,0.6863472
CD1,183.0379,0.686344
CD1,183.073,0.6863464
CD1,183.0943,0.6863606
CD1,183.0443,0.6863695
CD1,182.9838,0.6863756
CD1,183.0036,0.6863799
CD1,183.0599,0.6863744
CD1,183.0305,0.686393
CD1,183.071,0.6863935
CD1,182.9759,0.6863766
CD1,183.0165,0.686408
CD1,182.992,0.6864065
CD1,182.9878,0.6864101
CD1,182.972,0.6864121
CD1,183.0494,0.6864148
CD1,182.9445,0.6864266
CD1,182.9671,0.6864482
CD1,182.9972,0.6864593
CD1,183.1034,0.6864421
CD1,183.057,0.6864625
CD1,183.0557,0.6864741
CD1,183.0269,0.6864771
CD1,183.0507,0.6864577
CD1,183.1051,0.6864849
CD1,183.0978,0.6864954
CD1,183.0853,0.6864896
CD1,183.0098,0.6865171
CD1,183.009,0.6865108
CD1,182.9642,0.6865126
CD1,182.9794,0.6865377
CD1,182.8924,0.6865186
CD1,183.0196,0.6865168
CD1,182.9393,0.6865174
CD1,182.9193,0.6865634
CD1,182.9592,0.6865474
CD1,183.0264,0.6865654
CD1,182.9466,0.686572
CD1,182.9551,0.6865719
CD1,182.9125,0.6865834
CD1,182.978,0.6865855
CD1,182.9431,0.6865631
CD1,182.98,0.6866091
CD1,182.9468,0.6865867
CD1,182.9356,0.6865945
CD1,182.9034,0.6866126
CD1,182.8968,0.6866082
CD1,182.9286,0.6866124
CD1,182.8159,0.6866226
CD1,182.8763,0.6866165
CD1,182.8719,0.6866181
CD1,182.9616,0.6866383
CD1,182.9018,0.6866328
CD1,182.9338,0.6866473
CD1,182.9437,0.6866725
CD1,183.006,0.6866549
CD1,182.9358,0.6866816
CD1,183.0029,0.6866698
CD1,182.9035,0.6866734
CD1,182.9219,0.6866924
CD1,182.7888,0.6867046
CD1,182.843,0.6866962
CD1,182.8783,0.6866948
CD1,182.8658,0.6867361
CD1,182.8209,0.6867406
CD1,182.8429,0.6867355
CD1,182.8411,0.6867331
CD1,182.8525,0.6867516
CD1,182.8908,0.6867441
CD1,182.871,0.6867534
CD1,182.9279,0.6867735
CD1,182.8129,0.6867859
CD1,182.7916,0.6867603
CD1,182.7413,0.6867628
CD1,182.8182,0.6867892
CD1,182.7459,0.6867678
CD1,182.7751,0.6868018
CD1,182.734,0.6867817
CD1,182.7406,0.6867884
CD1,182.6568,0.686795
CD1,182.7868,0.6867965
CD1,182.705,0.6868476
CD1,182.6955,0.6868066
CD1,182.7261,0.6868285
CD1,182.694,0.6868364
CD1,182.6407,0.6868615
CD1,182.5747,0.6868718
CD1,182.6364,0.6868551
CD1,182.5893,0.686881
CD1,182.6728,0.6868485
CD1,182.6847,0.6868665
CD1,182.6487,0.6868782
CD1,182.6524,0.6869184
CD1,182.6964,0.686911
CD1,182.6699,0.6868997
CD1,182.625,0.6869177
CD1,182.5585,0.6868961
CD1,182.6025,0.6869179
CD1,182.5364,0.6869175
CD1,182.5887,0.6869247
CD1,182.4923,0.6869464
CD1,182.5204,0.6869452
CD1,182.4202,0.6869382
CD1,182.5261,0.6869616
CD1,182.4388,0.6869403
CD1,182.4255,0.6869601
CD1,182.547,0.6869479
CD1,182.4945,0.6869875
CD1,182.4468,0.6870012
CD1,182.3996,0.6870023
CD1,182.5122,0.687012
CD1,182.4542,0.6869784
CD1,182.5007,0.6870013
CD1,182.2932,0.6869834
CD1,182.3184,0.6870179
CD1,182.4204,0.6870294
CD1,182.3531,0.6870365
CD1,182.4218,0.6870435
CD1,182.3278,0.6870304
CD1,182.2658,0.6870471
CD1,182.2721,0.687056
CD1,182.2977,0.6870474
CD1,182.2423,0.6870496
CD1,182.3287,0.6870463
CD1,182.3071,0.6870499
CD1,182.3586,0.6870709
CD1,182.3318,0.6870762
CD1,182.4369,0.6870935
CD1,182.393,0.6870935
CD1,182.4435,0.6871143
CD1,182.4092,0.6870879
CD1,182.4276,0.6871116
CD1,182.2993,0.6871199
CD1,182.3644,0.6871062
CD1,182.4216,0.6871341
CD1,182.3684,0.6871276
CD1,182.3825,0.6871106
CD1,182.3466,0.6871489
CD1,182.2186,0.6871533
CD1,182.3644,0.6871459
CD1,182.3473,0.6871601
CD1,182.3025,0.6871689
CD1,182.3523,0.6871727
CD1,182.3013,0.6871558
CD1,182.3658,0.6871625
CD1,182.3079,0.6871647
CD1,182.392,0.6872259
CD1,182.3494,0.6872172
CD1,182.3957,0.6871463
CD1,182.3097,0.6871957
CD1,182.3462,0.6872053
CD1,182.2673,0.6872162
CD1,182.3681,0.6872222
CD1,182.1782,0.6872224
CD1,182.2387,0.6872208
CD1,182.2313,0.6872276
CD1,182.2219,0.6872442
CD1,182.2148,0.6872512
CD1,182.1598,0.6872296
CD1,182.2294,0.6872337
CD1,182.1734,0.6872708
CD1,182.2064,0.6872747
CD1,182.2557,0.6872512
CD1,182.1672,0.6872803
CD1,182.1437,0.6872697
CD1,182.2133,0.6872786
CD1,182.1128,0.6872864
CD1,182.1293,0.6872812
CD1,182.1489,0.6872962
CD1,182.1928,0.6872987
CD1,182.1573,0.6873051
CD1,182.1524,0.6873097
CD1,182.1248,0.6873202
CD1,182.1048,0.6873151
CD1,182.0361,0.6873014
CD1,182.0594,0.6873328
CD1,182.0841,0.6873302
CD1,182.1418,0.6873362
CD1,182.1097,0.6873525
CD1,182.0126,0.6873498
CD1,182.0573,0.6873489
CD1,181.9458,0.6873592
CD1,182.044,0.6873457
CD1,182.0548,0.6873625
CD1,182.0141,0.6873686
CD1,182.0307,0.687372
CD1,182.0598,0.6873715
CD1,182.0664,0.6873814
CD1,182.0147,0.6873886
CD1,182.0158,0.6873827
CD1,181.9375,0.6873901
CD1,181.9781,0.6873797
CD1,181.997,0.6874054
CD1,182.0166,0.687419
CD1,181.9596,0.687438
CD1,181.8829,0.6874147
CD1,181.9518,0.6874089
CD1,182.001,0.6874314
CD1,181.9618,0.6874261
CD1,182.0298,0.6874616
CD1,181.9855,0.6874418
CD1,181.9835,0.687438
CD1,182.0046,0.6874717
CD1,181.9796,0.6874673
CD1,181.9084,0.687451
CD1,181.8239,0.687472
CD1,181.9023,0.6874606
CD1,181.9125,0.6874568
CD1,181.9215,0.6874846
CD1,181.8792,0.6874838
CD1,181.9854,0.6874821
CD1,181.9392,0.687517
CD1,182.0015,0.6874905
CD1,181.9939,0.687518
CD1,181.9628,0.6875187
CD1,181.9174,0.6875218
CD1,181.8787,0.687507
CD1,181.906,0.6875163
CD1,181.8128,0.6875216
CD1,181.8676,0.6875281
CD1,181.8788,0.6875471
CD1,181.9347,0.6875725
CD1,181.8659,0.6875499
CD1,181.8822,0.6875658
CD1,181.8347,0.6875586
CD1,181.8369,0.687574
CD1,181.8386,0.687588
CD1,181.8933,0.6875761
CD1,181.8891,0.687598
CD1,181.898,0.6876149
CD1,181.9962,0.6876071
CD1,181.9455,0.6876189
CD1,181.9565,0.6876162
CD1,181.9095,0.687618
CD1,181.8614,0.6876303
CD1,181.8114,0.687628
CD1,181.7962,0.6876456
CD1,181.7052,0.6876219
CD1,181.7986,0.6876442
CD1,181.7451,0.6876433
CD1,181.631,0.6876573
CD1,181.6823,0.687632
CD1,181.5927,0.6876756
CD1,181.7066,0.6876865
CD1,181.6998,0.6876806
CD1,181.5838,0.6876741
CD1,181.6125,0.687695
CD1,181.706,0.6876751
CD1,181.6983,0.6876948
CD1,181.7139,0.6877179
CD1,181.6922,0.6877275
CD1,181.7544,0.6877345
CD1,181.6927,0.6877196
CD1,181.656,0.6877372
CD1,181.6339,0.6877673
CD1,181.6428,0.6877391
CD1,181.6179,0.6877553
CD1,181.6945,0.6877321
CD1,181.6252,0.6877348
CD1,181.7497,0.6877535
CD1,181.6846,0.6877641
CD1,181.6556,0.687802
CD1,181.5482,0.6877703
CD1,181.5731,0.6878047
CD1,181.5768,0.6878006
CD1,181.5547,0.6878105
CD1,181.473,0.6878188
CD1,181.4252,0.687811
CD1,181.4149,0.6878465
CD1,181.3459,0.6878455
CD1,181.3774,0.6878294
CD1,181.3514,0.6878116
CD1,181.3075,0.6878404
CD1,181.2409,0.6878231
CD1,181.2474,0.6878577
CD1,181.2599,0.6878332
CD1,181.2688,0.6878911
CD1,181.2883,0.6878626
CD1,181.3285,0.687888
CD1,181.2226,0.6878866
CD1,181.2309,0.6878818
CD1,181.317,0.6878849
CD1,181.2564,0.6879013
CD1,181.2224,0.687905
CD1,181.1429,0.6878963
CD1,181.0146,0.6879098
CD1,181.0661,0.6879089
CD1,181.0736,0.6879034
CD1,181.0826,0.6879367
CD1,181.1616,0.6879334
CD1,181.1514,0.6879353
CD1,181.2045,0.6879272
CD1,181.2348,0.6879316
CD1,181.1689,0.687953
CD1,181.1747,0.6879698
CD1,181.1388,0.6879706
CD1,181.0804,0.6879508
CD1,181.0698,0.6879475
CD1,181.096,0.6879646
CD1,181.0845,0.6879819
CD1,181.0258,0.6879851
CD1,181.0932,0.6879964
CD1,181.0617,0.687977
CD1,181.1226,0.6879891
CD1,181.0603,0.6879952
CD1,181.0435,0.6879977
CD1,181.051,0.6880227
CD1,181.0644,0.6880139
CD1,181.0687,0.6880321
CD1,181.0049,0.6880446
CD1,181.058,0.6880377
CD1,180.9538,0.6880552
CD1,181.0064,0.6880577
CD1,181.0081,0.6880494
CD1,181.0376,0.6880591
CD1,180.9938,0.6880642
CD1,180.9504,0.68808
CD1,180.9574,0.6880529
CD1,180.9174,0.6880552
CD1,180.9917,0.688067
CD1,180.8823,0.688075
CD1,180.9539,0.6880955
CD1,180.8241,0.6880943
CD1,180.8979,0.6880917
CD1,180.7961,0.6880957
CD1,180.9128,0.6881041
CD1,180.8596,0.6881016
CD1,180.7593,0.6881281
CD1,180.7559,0.6881106
CD1,180.7157,0.6881208
CD1,180.699,0.6881254
CD1,180.7194,0.6881444
CD1,180.7211,0.6881298
CD1,180.7608,0.6881499
CD1,180.7723,0.6881683
CD1,180.7919,0.6881501
CD1,180.7906,0.6881002
CD1,180.705,0.6881386
CD1,180.7634,0.6881733
CD1,180.8607,0.6881565
CD1,180.7689,0.6881287
CD1,180.8297,0.6882001
CD1,180.7835,0.6881619
CD2,99.54792,0.483
CD2,102.961,0.4828995
CD2,106.1233,0.4828176
CD2,109.1996,0.4827248
CD2,112.003,0.4826331
CD2,114.8533,0.4825405
CD2,117.4784,0.4824343
CD2,120.2112,0.4823388
CD2,122.7246,0.482259
CD2,125.3761,0.482191
CD2,127.8244,0.4821254
CD2,130.2428,0.4820312
CD2,132.5615,0.4819906
CD2,134.8998,0.4819045
CD2,137.1347,0.4818545
CD2,139.4412,0.4817799
CD2,141.5405,0.4817066
CD2,143.6354,0.4816704
CD2,145.6471,0.4815944
CD2,147.701,0.4815234
CD2,149.5689,0.4814893
CD2,151.501,0.48143
CD2,153.169,0.4814116
CD2,154.9775,0.4813757
CD2,156.6916,0.4813476
CD2,158.3994,0.4813123
CD2,159.9338,0.4812991
CD2,161.535,0.481269
CD2,162.9821,0.4812611
CD2,164.5589,0.4812475
CD2,165.9094,0.4812372
CD2,167.3291,0.4812512
CD2,168.6432,0.4812508
CD2,169.9991,0.481223
CD2,171.2181,0.4812349
CD2,172.4762,0.4812451
CD2,173.7026,0.4812384
CD2,174.8437,0.4812578
CD2,176.0211,0.4812765
CD2,177.0951,0.4813069
CD2,178.2137,0.4813453
CD2,179.2265,0.4813595
CD2,180.2527,0.4813916
CD2,181.2607,0.4814256
CD2,182.2587,0.4814814
CD2,183.1937,0.4814951
CD2,184.1215,0.4815319
CD2,185.0237,0.4815739
CD2,185.963,0.4816184
CD2,186.8233,0.4816846
CD2,187.6983,0.4817126
CD2,188.5263,0.4817688
CD2,189.2923,0.4818008
CD2,190.1349,0.4818453
CD2,190.9168,0.4819156
CD2,191.6912,0.481963
CD2,192.4,0.482016
CD2,193.1691,0.4820708
CD2,193.8616,0.4820977
CD2,194.6133,0.4821455
CD2,195.2726,0.4822006
CD2,195.9925,0.4822649
CD2,196.6013,0.4823239
