test_id,eax_prc,evol_prc,q_kPa
CD2,6.986244,-4.493259,412.7288
CD2,6.9893,-4.502536,412.9538
CD2,6.997568,-4.509426,412.7896
CD2,7.009568,-4.518724,412.4207
CD2,7.022095,-4.527589,412.1763
CD2,7.035595,-4.534259,411.9948
CD2,7.057744,-4.542325,411.8598
CD2,7.062571,-4.54979,411.4184
CD2,7.088161,-4.558526,411.509
CD2,7.08901,-4.565661,411.464
CD2,7.103222,-4.577069,411.3376
CD2,7.117849,-4.582928,410.7802
CD2,7.130052,-4.591393,410.7004
CD2,7.143947,-4.598044,410.5401
CD2,7.156487,-4.60516,410.4437
CD2,7.169173,-4.614678,410.0333
CD2,7.18405,-4.622923,409.2845
CD2,7.194774,-4.631839,409.2443
CD2,7.208576,-4.639898,409.7963
CD2,7.22482,-4.647439,409.3767
CD2,7.236142,-4.653996,409.1238
CD2,7.24756,-4.660518,409.0754
CD2,7.259897,-4.669596,408.9899
CD2,7.274304,-4.677649,408.847
CD2,7.288989,-4.685197,408.5537
CD2,7.302065,-4.69614,408.5213
CD2,7.314546,-4.704935,408.0559
CD2,7.326717,-4.711869,408.0906
CD2,7.33812,-4.717947,407.5447
CD2,7.350689,-4.725252,407.5082
CD2,7.367388,-4.734451,407.2436
CD2,7.377693,-4.741459,406.9529
CD2,7.392324,-4.750434,406.5984
CD2,7.403155,-4.758129,406.4875
CD2,7.417999,-4.765899,406.2519
CD2,7.429289,-4.773595,406.0291
CD2,7.443173,-4.781292,405.7668
CD2,7.456452,-4.788383,405.9913
CD2,7.468915,-4.796235,405.3066
CD2,7.482103,-4.804559,405.2106
CD2,7.493168,-4.812385,404.6596
CD2,7.508868,-4.820734,404.6289
CD2,7.520954,-4.82825,404.274
CD2,7.533964,-4.833656,404.2166
CD2,7.54878,-4.842373,403.7566
CD2,7.559149,-4.848419,403.8129
CD2,7.574135,-4.85636,403.4963
CD2,7.587506,-4.849508,403.4285
CD2,7.601441,-4.871549,403.0309
CD2,7.614184,-4.879447,403.0625
CD2,7.626159,-4.885305,402.7004
CD2,7.639279,-4.892621,402.6619
CD2,7.650103,-4.901016,402.6175
CD2,7.661609,-4.909513,402.4597
CD2,7.674808,-4.916758,401.9571
CD2,7.689204,-4.924422,401.5228
CD2,7.700347,-4.9315,401.5032
CD2,7.719411,-4.938056,401.1562
CD2,7.727281,-4.944984,401.0874
CD2,7.739434,-4.952993,400.7549
CD2,7.750212,-4.959374,400.1994
CD2,7.764664,-4.965069,399.9114
CD2,7.779647,-4.973961,399.7103
CD2,7.794577,-4.979949,399.511
CD2,7.807458,-4.987904,399.1662
CD2,7.822085,-4.994691,398.7344
CD2,7.829291,-5.002562,398.8943
CD2,7.847558,-5.008731,398.9709
CD2,7.853675,-5.015131,398.3795
CD2,7.870239,-5.021905,398.2491
CD2,7.880196,-5.029668,398.0604
CD2,7.89509,-5.036048,398.0539
CD2,7.908149,-5.04308,397.6062
CD2,7.923762,-5.051835,397.382
CD2,7.936213,-5.058721,396.9342
CD2,7.949678,-5.064495,397.0688
CD2,7.959076,-5.069714,396.5369
CD2,7.972221,-5.078038,396.3513
CD2,7.988152,-5.083651,396.0263
CD2,7.999218,-5.09089,396.1172
CD2,8.013283,-5.097431,395.5104
CD2,8.023084,-5.105503,395.2123
CD2,8.039631,-5.112949,394.9494
CD2,8.048482,-5.119987,394.9615
CD2,8.06598,-5.124607,394.4964
CD2,8.076723,-5.131002,394.5877
CD2,8.090418,-5.13795,394.4067
CD2,8.106022,-5.144053,394.4387
CD2,8.120102,-5.150358,394.3438
CD2,8.132579,-5.158544,394.1172
CD2,8.13634,-5.165628,393.6001
CD2,8.154749,-5.173003,393.3534
CD2,8.1631,-5.178823,392.6795
CD2,8.176927,-5.186269,392.5834
CD2,8.194863,-5.190612,392.3409
CD2,8.20761,-5.197567,392.5017
CD2,8.219415,-5.203876,392.1795
CD2,8.232336,-5.210237,392.142
CD2,8.246142,-5.217142,391.6482
CD2,8.257812,-5.223388,391.6509
CD2,8.274653,-5.231155,391.2658
CD2,8.284631,-5.237001,391.1305
CD2,8.299823,-5.242432,390.3108
CD2,8.306993,-5.249202,390.176
CD2,8.320472,-5.256098,389.8704
CD2,8.334203,-5.260859,389.9862
CD2,8.346914,-5.267938,389.8175
CD2,8.36151,-5.273331,389.3931
CD2,8.371125,-5.28057,389.3285
CD2,8.384746,-5.28606,389.0719
CD2,8.398367,-5.291745,388.5845
CD2,8.411168,-5.298513,389.0975
CD2,8.419628,-5.306805,388.7244
CD2,8.43778,-5.311972,388.3753
CD2,8.452287,-5.319405,387.6914
CD2,8.460954,-5.323858,387.9491
CD2,8.475359,-5.330559,387.6044
CD2,8.48683,-5.337612,387.4649
CD2,8.502464,-5.343987,386.6745
CD2,8.513106,-5.349033,386.6189
CD2,8.527108,-5.355213,386.5637
CD2,8.538493,-5.360484,386.6202
CD2,8.553213,-5.3662,386.0349
CD2,8.566333,-5.371989,385.5634
CD2,8.577921,-5.379008,385.3264
CD2,8.590336,-5.384983,385.264
CD2,8.602347,-5.39164,384.9355
CD2,8.617177,-5.396583,384.8061
CD2,8.629281,-5.402526,384.5718
CD2,8.638996,-5.409998,384.074
CD2,8.654519,-5.41557,384.1291
CD2,8.668933,-5.419255,383.9532
CD2,8.681224,-5.425437,383.5863
CD2,8.692155,-5.432089,383.4913
CD2,8.707194,-5.437315,382.8944
CD2,8.71763,-5.443786,382.887
CD2,8.73369,-5.450457,382.3866
CD2,8.742971,-5.455476,382.8201
CD2,8.75827,-5.462689,382.6377
CD2,8.771127,-5.4674,382.1437
CD2,8.781108,-5.472865,381.8451
CD2,8.797445,-5.478994,381.6117
CD2,8.807999,-5.482639,381.3584
CD2,8.822068,-5.488285,381.4379
CD2,8.832699,-5.493028,381.2088
CD2,8.845973,-5.497383,380.902
CD2,8.859057,-5.507138,380.5948
CD2,8.871314,-5.513905,380.2792
CD2,8.885624,-5.516757,380.181
CD2,8.900546,-5.523603,379.631
CD2,8.909454,-5.529565,379.5644
CD2,8.923078,-5.535307,379.2499
CD2,8.936846,-5.539379,378.7491
CD2,8.948175,-5.545552,378.4316
CD2,8.959987,-5.548823,378.7441
CD2,8.975203,-5.55481,378.4439
CD2,8.985452,-5.558857,378.0932
CD2,9.000012,-5.567882,377.6679
CD2,9.012903,-5.571206,377.341
CD2,9.02511,-5.577187,377.87
CD2,9.042837,-5.582523,377.3282
CD2,9.052893,-5.586768,377.0197
CD2,9.066575,-5.593872,376.2969
CD2,9.07549,-5.597988,376.3157
CD2,9.099625,-5.602982,376.0485
CD2,9.102042,-5.60618,375.631
CD2,9.114252,-5.612982,375.0296
CD2,9.123231,-5.619498,375.2808
CD2,9.14034,-5.621531,375.15
CD2,9.152801,-5.626641,375.5592
CD2,9.161717,-5.634551,375.2008
CD2,9.17734,-5.640003,375.0928
CD2,9.193658,-5.645358,374.7632
CD2,9.212732,-5.65121,374.3159
CD2,9.222628,-5.65517,374.0692
CD2,9.241209,-5.659062,373.9301
CD2,9.245403,-5.6635,373.4441
CD2,9.261061,-5.67016,372.8408
CD2,9.267605,-5.674656,372.9798
CD2,9.292242,-5.67927,372.8751
CD2,9.29586,-5.682578,372.7541
CD2,9.308323,-5.688927,372.3164
CD2,9.330351,-5.692515,372.0603
CD2,9.331993,-5.697251,372.1999
CD2,9.350181,-5.702697,372.2926
CD2,9.358194,-5.707838,371.8122
CD2,9.372682,-5.713439,371.3412
CD2,9.380972,-5.719084,370.9578
CD2,9.398688,-5.722974,370.7437
CD2,9.410162,-5.726845,370.6655
CD2,9.424078,-5.73291,370.9305
CD2,9.435271,-5.737756,370.2797
CD2,9.449408,-5.742259,369.6446
CD2,9.462091,-5.745388,369.9881
CD2,9.475428,-5.751306,369.715
CD2,9.488135,-5.756382,369.7626
CD2,9.500832,-5.76113,369.4918
CD2,9.514016,-5.765744,369.1455
CD2,9.525057,-5.771887,369.218
CD2,9.538557,-5.775771,368.9025
CD2,9.553896,-5.779152,368.4614
CD2,9.561918,-5.783913,367.9596
CD2,9.574982,-5.788765,367.7832
CD2,9.589928,-5.793302,367.9647
CD2,9.603429,-5.796642,367.607
CD2,9.611818,-5.803107,367.1232
CD2,9.628033,-5.806501,366.8377
CD2,9.638154,-5.811909,366.6028
CD2,9.653736,-5.816645,366.9187
CD2,9.669107,-5.820226,366.0498
CD2,9.676781,-5.824399,366.6314
CD2,9.694181,-5.828826,366.1238
CD2,9.7068,-5.835116,365.8126
CD2,9.719106,-5.837296,364.9925
CD2,9.734195,-5.841742,364.4722
CD2,9.74482,-5.846736,364.6249
CD2,9.755167,-5.850006,364.663
CD2,9.769385,-5.85471,364.2533
CD2,9.780953,-5.858782,364.2268
CD2,9.794396,-5.863389,363.529
CD2,9.807683,-5.867465,363.0727
CD2,9.820209,-5.871298,363.3769
CD2,9.833276,-5.876235,363.0355
CD2,9.846823,-5.879706,363.0667
CD2,9.857756,-5.884861,362.8203
CD2,9.872363,-5.88888,363.1863
CD2,9.88518,-5.893596,362.8146
CD2,9.897842,-5.897835,362.1269
CD2,9.91077,-5.901474,362.415
CD2,9.922625,-5.903772,362.1663
CD2,9.933871,-5.909366,362.0053
CD2,9.950041,-5.9143,361.8723
CD2,9.962066,-5.919759,361.804
CD2,9.973974,-5.92336,361.7092
CD2,9.98745,-5.928011,361.3426
CD2,9.999649,-5.931637,361.5627
CD2,10.01358,-5.935243,361.1953
CD2,10.02426,-5.939793,361.251
CD2,10.0372,-5.943567,360.5976
CD2,10.05109,-5.948083,360.7493
CD2,10.06383,-5.95158,360.2567
CD2,10.07668,-5.955592,360.1402
CD2,10.0893,-5.959444,359.7643
CD2,10.10143,-5.963956,360.0615
CD2,10.11309,-5.968007,359.7944
CD2,10.12559,-5.972227,359.9924
CD2,10.1383,-5.975007,359.538
CD2,10.15503,-5.979658,359.5497
CD2,10.16428,-5.984233,359.4687
CD2,10.17837,-5.987956,359.3518
CD2,10.18878,-5.991485,358.8195
CD2,10.2055,-5.994686,359.0015
CD2,10.21483,-5.999364,358.3799
CD2,10.22945,-6.004434,358.1645
CD2,10.24357,-6.006339,357.8783
CD2,10.25544,-6.01028,357.8247
CD2,10.26914,-6.014443,357.0581
CD2,10.28203,-6.018056,357.3538
CD2,10.29494,-6.021804,357.283
CD2,10.30772,-6.024094,356.8306
CD2,10.32151,-6.028914,356.8326
CD2,10.33236,-6.032842,356.9901
CD2,10.34581,-6.037153,356.92
CD2,10.35843,-6.041339,356.4765
CD2,10.37201,-6.046012,356.2956
CD2,10.38473,-6.04832,355.4998
CD2,10.39826,-6.052341,356.0925
CD2,10.41045,-6.056367,356.3077
CD2,10.42492,-6.05998,356.4645
CD2,10.43902,-6.064181,356.5025
CD2,10.44983,-6.06754,355.6854
CD2,10.45855,-6.071549,355.0715
CD2,10.47331,-6.075251,355.3496
CD2,10.48245,-6.07791,355.3709
CD2,10.49698,-6.081477,354.8554
CD2,10.51288,-6.085382,354.5741
CD2,10.52176,-6.087948,354.0048
CD2,10.53273,-6.091206,354.2845
CD2,10.54582,-6.096253,354.092
CD2,10.5602,-6.0992,353.7224
CD2,10.57789,-6.102923,353.5621
CD2,10.58521,-6.105498,353.6866
CD2,10.60375,-6.10953,353.5556
CD2,10.61569,-6.113576,353.4763
CD2,10.63098,-6.118828,353.1789
CD2,10.63533,-6.122655,353.1485
CD2,10.65746,-6.126029,353.0518
CD2,10.66434,-6.129545,352.5242
CD2,10.67736,-6.132152,352.67
CD2,10.68978,-6.135718,352.5981
CD2,10.70703,-6.138693,352.1564
CD2,10.71934,-6.143777,352.2163
CD2,10.72987,-6.144604,351.9085
CD2,10.74064,-6.147714,351.7569
CD2,10.7569,-6.151604,351.8543
CD2,10.77,-6.154211,351.2692
CD2,10.78128,-6.157384,351.0853
CD2,10.79344,-6.162126,350.8858
CD2,10.80995,-6.164623,351.0326
CD2,10.81878,-6.168997,350.7788
CD2,10.83582,-6.171572,350.5722
CD2,10.84576,-6.175405,350.2677
CD2,10.86039,-6.178503,350.498
CD2,10.87369,-6.181767,350.84
CD2,10.88896,-6.186141,350.45
CD2,10.89844,-6.189993,350.6194
CD2,10.91156,-6.192786,349.8036
CD2,10.92293,-6.195568,350.2943
CD2,10.93711,-6.200181,349.7158
CD2,10.94901,-6.201528,349.7013
CD2,10.96287,-6.205019,349.6281
CD2,10.97577,-6.208,349.0282
CD2,10.98986,-6.210742,349.2293
CD2,11.00245,-6.212924,348.9775
CD2,11.01535,-6.216006,349.2057
CD2,11.02754,-6.221659,349.2349
CD2,11.0392,-6.223194,349.1804
CD2,11.05328,-6.228163,348.985
CD2,11.06516,-6.23055,348.8411
CD2,11.07803,-6.233757,348.3421
CD2,11.0897,-6.236795,348.6562
CD2,11.10405,-6.240505,348.3108
CD2,11.11724,-6.243983,348.4579
CD2,11.13406,-6.248002,348.2299
CD2,11.14285,-6.25108,348.1433
CD2,11.15473,-6.254055,347.7378
CD2,11.17,-6.257357,348.2109
CD2,11.17888,-6.261958,348.4397
CD2,11.18956,-6.263228,347.7486
CD2,11.20584,-6.266778,347.9816
CD2,11.23025,-6.269209,347.7667
CD2,11.23042,-6.270228,347.7156
CD2,11.24834,-6.274467,347.5366
CD2,11.26185,-6.276863,347.112
CD2,11.28045,-6.282954,346.9567
CD2,11.28306,-6.283901,346.4154
CD2,11.3026,-6.287114,346.3807
CD2,11.31045,-6.290171,346.4975
CD2,11.32628,-6.29336,346.5268
CD2,11.33717,-6.29585,345.8215
CD2,11.35181,-6.299438,346.3639
CD2,11.36277,-6.301844,345.9397
CD2,11.37935,-6.305922,345.8127
CD2,11.39223,-6.308935,345.6708
CD2,11.40273,-6.311799,345.8028
CD2,11.4164,-6.314903,345.56
CD2,11.43028,-6.31918,345.9
CD2,11.44409,-6.321007,345.4102
CD2,11.45514,-6.32507,345.4399
CD2,11.46978,-6.327652,344.8492
CD2,11.48114,-6.330201,344.5373
CD2,11.49526,-6.332303,344.5553
CD2,11.50848,-6.335717,344.7673
CD2,11.5215,-6.339066,344.8616
CD2,11.53242,-6.342802,344.7015
CD2,11.54893,-6.344472,344.3495
CD2,11.56074,-6.346408,344.8394
CD2,11.57472,-6.351504,344.4099
CD2,11.58817,-6.353324,344.3724
CD2,11.59704,-6.356988,344.2149
CD2,11.61032,-6.360647,344.3072
CD2,11.62325,-6.362616,344.3792
CD2,11.64021,-6.367519,343.9764
CD2,11.65255,-6.369506,343.5551
CD2,11.66791,-6.3731,343.7522
CD2,11.68227,-6.375867,343.9253
CD2,11.68757,-6.378235,343.8793
CD2,11.70106,-6.382751,343.3947
CD2,11.71456,-6.385157,343.2919
CD2,11.72634,-6.387641,343.1517
CD2,11.74154,-6.389474,343.6689
CD2,11.75782,-6.392726,343.4772
CD2,11.76634,-6.395977,343.6601
CD2,11.78011,-6.399572,343.225
CD2,11.79463,-6.402049,342.8931
CD2,11.80798,-6.404263,342.3599
CD2,11.82332,-6.406373,342.5014
CD2,11.83137,-6.409005,342.205
CD2,11.84726,-6.412895,342.5362
CD2,11.86036,-6.416593,342.3161
CD2,11.87105,-6.417354,342.9041
CD2,11.88749,-6.420625,342.2941
CD2,11.90062,-6.426005,342.2607
CD2,11.91435,-6.428967,341.7599
CD2,11.92374,-6.430077,342.1479
CD2,11.93976,-6.43365,341.5182
CD2,11.95283,-6.437794,341.8976
CD2,11.96539,-6.43953,341.4669
CD2,11.97982,-6.443379,341.31
CD2,11.98839,-6.445665,341.5915
CD2,12.00192,-6.449162,341.3777
CD2,12.01818,-6.45113,341.6588
CD2,12.02711,-6.45209,341.42
CD2,12.04378,-6.457794,341.032
CD2,12.05826,-6.459737,341.0722
CD2,12.0733,-6.461105,340.2719
CD2,12.07864,-6.463284,340.3576
CD2,12.09534,-6.466614,340.1232
CD2,12.10762,-6.469356,339.799
CD2,12.12122,-6.471426,339.4592
CD2,12.1326,-6.474272,339.9895
CD2,12.15278,-6.47786,339.6558
CD2,12.16078,-6.480098,339.6835
CD2,12.17666,-6.482041,339.5818
CD2,12.18342,-6.48479,339.8253
CD2,12.19595,-6.488422,339.5469
CD2,12.21435,-6.491306,339.3951
CD2,12.22143,-6.491576,338.9536
CD2,12.23724,-6.495906,339.1728
CD2,12.24936,-6.497925,338.9547
CD2,12.26184,-6.500466,338.9919
CD2,12.27593,-6.503712,338.5817
CD2,12.28688,-6.505739,338.8651
CD2,12.30367,-6.509984,338.6275
CD2,12.31714,-6.511204,338.3567
CD2,12.32685,-6.513714,338.3957
CD2,12.3426,-6.516171,338.3452
CD2,12.35637,-6.518158,337.9507
CD2,12.36668,-6.521532,338.3028
CD2,12.37831,-6.522777,337.8735
CD2,12.39212,-6.527894,338.072
CD2,12.40524,-6.530875,337.6117
CD2,12.4186,-6.533147,338.3156
CD2,12.4336,-6.53472,337.8859
CD2,12.44496,-6.537572,337.8424
CD2,12.4573,-6.541959,337.8743
CD2,12.47132,-6.543314,337.7424
CD2,12.48346,-6.546424,337.7042
CD2,12.49787,-6.54905,337.8015
CD2,12.50892,-6.551638,337.6048
CD2,12.52171,-6.55349,338.0644
CD2,12.53402,-6.555949,338.0362
CD2,12.54762,-6.559283,337.7623
CD2,12.56085,-6.561515,337.6324
CD2,12.57445,-6.564,337.5554
CD2,12.58641,-6.566949,337.3875
CD2,12.60126,-6.569974,337.1613
CD2,12.61441,-6.572188,337.0883
CD2,12.6279,-6.574537,337.1187
CD2,12.63664,-6.576465,337.0322
CD2,12.65071,-6.579685,337.5891
CD2,12.66343,-6.582336,337.2949
CD2,12.67708,-6.584446,337.0026
CD2,12.69024,-6.587974,336.7598
CD2,12.70315,-6.589357,336.7269
CD2,12.71704,-6.592892,336.2594
CD2,12.73079,-6.595357,336.6159
CD2,12.74091,-6.597911,336.1877
CD2,12.75368,-6.599357,336.2319
CD2,12.76577,-6.601524,336.2917
CD2,12.78173,-6.603807,335.9812
CD2,12.79141,-6.60708,335.7809
CD2,12.80633,-6.608693,335.5768
CD2,12.82539,-6.612602,335.5944
CD2,12.82783,-6.614712,335.3821
CD2,12.8523,-6.616964,335.4514
CD2,12.85228,-6.619254,335.3984
CD2,12.87549,-6.622306,335.1704
CD2,12.89126,-6.625376,335.6915
CD2,12.89004,-6.628693,335.6016
CD2,12.90776,-6.62959,335.2631
CD2,12.916,-6.631894,335.0474
CD2,12.94272,-6.634127,334.9351
CD2,12.94523,-6.637359,334.8878
CD2,12.95524,-6.63892,334.617
CD2,12.96893,-6.641843,334.8926
CD2,12.98068,-6.643913,334.3289
CD2,12.99326,-6.645945,334.3994
CD2,13.01073,-6.64763,334.8119
CD2,13.01937,-6.650856,334.5194
CD2,13.04329,-6.653281,334.6646
CD2,13.04801,-6.655036,334.6659
CD2,13.05807,-6.657366,334.8169
CD2,13.08202,-6.662011,334.8839
CD2,13.08641,-6.664038,334.7349
CD2,13.09791,-6.666954,334.5957
CD2,13.11528,-6.667998,333.9532
CD2,13.13045,-6.671089,334.0289
CD2,13.14009,-6.671632,333.6237
CD2,13.14922,-6.676135,333.6088
CD2,13.16822,-6.67718,333.4731
CD2,13.17669,-6.68,333.4927
CD2,13.1886,-6.681852,333.1089
CD2,13.20193,-6.683935,333.0727
CD2,13.21458,-6.686406,333.733
CD2,13.22696,-6.687579,333.5266
CD2,13.23943,-6.690884,333.1411
CD2,13.25673,-6.693412,333.0778
CD2,13.26513,-6.694136,333.33
CD2,13.28101,-6.69744,333.1873
CD2,13.29455,-6.699601,332.9638
CD2,13.30426,-6.700336,333.2414
CD2,13.31515,-6.703787,333.1148
CD2,13.32943,-6.707305,332.762
CD2,13.34245,-6.710723,332.7476
CD2,13.36324,-6.712531,332.2852
CD2,13.37845,-6.713472,332.3401
CD2,13.38799,-6.716679,332.3353
CD2,13.40242,-6.719311,332.3338
CD2,13.40222,-6.721119,332.6155
CD2,13.41657,-6.723273,332.6442
CD2,13.43062,-6.724983,332.2492
CD2,13.44743,-6.727751,332.8089
CD2,13.45529,-6.73277,332.3382
CD2,13.46648,-6.732905,332.4787
CD2,13.48078,-6.736518,332.3467
CD2,13.48961,-6.739757,332.2296
CD2,13.51207,-6.740603,331.7293
CD2,13.51757,-6.74437,331.9432
CD2,13.5352,-6.744203,331.8539
CD2,13.54734,-6.74543,332.198
CD2,13.55559,-6.74688,331.8592
CD2,13.57234,-6.748525,331.9958
CD2,13.58123,-6.753068,332.0988
CD2,13.59785,-6.753836,331.8628
CD2,13.60862,-6.757094,331.7564
CD2,13.6237,-6.757191,331.9059
CD2,13.63549,-6.76088,332.3713
CD2,13.64584,-6.762829,332.0206
CD2,13.66341,-6.767043,331.6047
CD2,13.67705,-6.767842,331.1906
CD2,13.68761,-6.770565,331.2018
CD2,13.70082,-6.773043,331.0736
CD2,13.71215,-6.774307,331.2367
CD2,13.72394,-6.777533,331.3868
CD2,13.73672,-6.780741,331.1742
CD2,13.75225,-6.783882,330.5751
CD2,13.76408,-6.784153,331.3018
CD2,13.77641,-6.787187,330.8602
CD2,13.78738,-6.78858,330.7463
CD2,13.8004,-6.791785,330.5958
CD2,13.81624,-6.793303,330.5534
CD2,13.83149,-6.795618,330.9423
CD2,13.84489,-6.799464,330.5732
CD2,13.85849,-6.801916,330.3389
CD2,13.86087,-6.800992,330.3517
CD2,13.87369,-6.803303,329.8271
CD2,13.8872,-6.804851,330.1065
CD2,13.89975,-6.806231,330.2218
CD2,13.91865,-6.808432,330.1637
CD2,13.94152,-6.810567,330.1158
CD2,13.95127,-6.814536,330.0885
CD2,13.9541,-6.816439,330.0567
CD2,13.96849,-6.815375,330.6554
CD2,13.97681,-6.818665,330.2514
CD2,13.98618,-6.8198,330.4456
CD2,14.01245,-6.823439,330.4846
CD2,14.02359,-6.825904,330.686
CD2,14.02998,-6.826718,330.3681
CD2,14.04814,-6.830762,330.141
CD2,14.05716,-6.83402,330.144
CD2,14.06541,-6.835724,330.2369
CD2,14.08106,-6.83768,330.2656
CD2,14.10091,-6.840312,330.3439
CD2,14.11121,-6.843988,330.1128
CD2,14.1229,-6.845756,329.4425
CD2,14.13381,-6.846312,329.6065
CD2,14.14503,-6.849054,329.7605
CD2,14.16008,-6.851737,329.8292
CD2,14.17068,-6.854035,329.7575
CD2,14.1842,-6.856944,329.3444
CD2,14.19558,-6.857828,329.5615
CD2,14.20896,-6.860874,329.4931
CD2,14.22131,-6.86379,329.566
CD2,14.23508,-6.865022,329.2141
CD2,14.24694,-6.866583,329.2151
CD2,14.25967,-6.868435,329.2599
CD2,14.27478,-6.870378,329.546
CD2,14.28962,-6.872959,329.3686
CD2,14.29903,-6.875378,329.5822
CD2,14.31123,-6.877261,329.3034
CD2,14.32452,-6.878572,329.0961
CD2,14.33645,-6.881101,329.2707
CD2,14.34556,-6.882403,329.618
CD2,14.36751,-6.885359,328.9902
CD2,14.37901,-6.887075,329.3912
CD2,14.39291,-6.888997,328.8959
CD2,14.40477,-6.891456,329.0797
CD2,14.40997,-6.894494,328.7273
CD2,14.42915,-6.896946,328.3471
CD2,14.44052,-6.898308,328.1667
CD2,14.45447,-6.900566,328.7108
CD2,14.46764,-6.902902,328.3575
CD2,14.48054,-6.903327,328.3679
CD2,14.49248,-6.906657,328.4083
CD2,14.5022,-6.908729,328.4232
CD2,14.51269,-6.911308,328.2401
CD2,14.52779,-6.913405,328.4465
CD2,14.54104,-6.915908,328.5042
CD2,14.55581,-6.917044,328.4747
CD2,14.56781,-6.920754,328.3222
CD2,14.57734,-6.923194,328.4982
CD2,14.59448,-6.923179,328.8467
CD2,14.60548,-6.925568,328.6454
CD2,14.62039,-6.927754,328.5432
CD2,14.63416,-6.930393,328.6467
CD2,14.64344,-6.933071,329.1499
CD2,14.65378,-6.934889,328.3086
CD2,14.66954,-6.937329,328.736
CD2,14.68243,-6.937936,328.5763
CD2,14.69541,-6.93987,328.5828
CD2,14.70897,-6.942137,328.4792
CD2,14.71749,-6.94464,328.9131
CD2,14.73161,-6.946864,328.7003
CD2,14.74473,-6.949524,328.4708
CD2,14.75777,-6.951813,327.8067
CD2,14.77009,-6.954131,328.0086
CD2,14.78303,-6.955357,328.1303
CD2,14.79488,-6.95804,328.3751
CD2,14.80798,-6.960866,328.0651
CD2,14.82475,-6.962215,327.6487
CD2,14.83075,-6.965518,327.384
CD2,14.84749,-6.967215,327.5213
CD2,14.86247,-6.967917,327.076
CD2,14.8715,-6.97242,327.6115
CD2,14.88418,-6.974137,327.2966
CD2,14.89857,-6.975659,327.5241
CD2,14.9156,-6.979021,327.447
CD2,14.9231,-6.980131,327.0987
CD2,14.93676,-6.982294,326.6969
CD2,14.95185,-6.984668,327.1863
CD2,14.96264,-6.987674,326.8722
CD2,14.97851,-6.988951,326.8222
CD2,14.99125,-6.990363,326.5181
CD2,15.00134,-6.993061,326.6163
CD2,15.01672,-6.993951,326.5214
CD2,15.02742,-6.997036,326.7325
CD2,15.04147,-6.999268,326.667
CD2,15.05369,-6.999473,326.9655
CD2,15.0681,-7.002067,326.6948
CD2,15.08028,-7.002856,327.1044
CD2,15.09333,-7.005488,326.9628
CD2,15.10524,-7.008218,326.6162
CD2,15.11849,-7.009127,326.4459
CD2,15.13226,-7.011372,326.1275
CD2,15.14475,-7.013998,326.3608
CD2,15.15848,-7.015127,326.6744
CD2,15.17075,-7.017797,326.6691
CD2,15.1842,-7.020457,326.5417
CD2,15.19479,-7.021901,326.1491
CD2,15.2094,-7.023237,326.1392
CD2,15.22125,-7.026391,325.8548
CD2,15.2339,-7.028315,326.1779
CD2,15.24814,-7.030541,325.9064
CD2,15.25972,-7.031715,326.1491
CD2,15.27444,-7.035482,326.0662
CD2,15.28553,-7.036992,325.9307
CD2,15.2982,-7.039431,326.0124
CD2,15.3115,-7.041805,325.7824
CD2,15.32274,-7.045438,325.7343
CD2,15.33436,-7.046909,325.9425
CD2,15.35054,-7.048349,325.5513
CD2,15.36105,-7.051063,325.6491
CD2,15.3727,-7.053742,325.7422
CD2,15.38923,-7.054226,325.6268
CD2,15.40536,-7.054994,325.3594
CD2,15.41692,-7.057896,325.3602
CD2,15.42561,-7.059683,325.4122
CD2,15.44364,-7.061277,325.3022
CD2,15.45072,-7.062664,325.2083
CD2,15.46578,-7.067025,324.9439
CD2,15.47706,-7.067956,325.2845
CD2,15.49163,-7.06993,325.1693
CD2,15.50349,-7.073264,325.394
CD2,15.52043,-7.072711,324.9356
CD2,15.53313,-7.074956,324.9843
CD2,15.54336,-7.077575,324.6961
CD2,15.55713,-7.079634,324.9232
CD2,15.57068,-7.081214,324.834
CD2,15.58265,-7.08293,324.7562
CD2,15.59472,-7.084525,324.6045
CD2,15.60807,-7.086647,325.053
CD2,15.62203,-7.089059,324.8016
CD2,15.63968,-7.091421,325.0179
CD2,15.6464,-7.092641,324.5899
CD2,15.65916,-7.095079,324.7257
CD2,15.67396,-7.097034,324.3047
CD2,15.68791,-7.099176,324.3816
CD2,15.70319,-7.100222,324.1378
CD2,15.71465,-7.103009,324.4055
CD2,15.72629,-7.105053,324.1243
CD2,15.74025,-7.107222,323.6938
CD2,15.75227,-7.10832,323.6085
CD2,15.76596,-7.111301,324.3
CD2,15.77815,-7.113157,324.2645
CD2,15.79258,-7.114294,324.3726
CD2,15.80544,-7.116222,323.95
CD2,15.81548,-7.117874,323.69
CD2,15.83085,-7.118842,323.3792
CD2,15.84315,-7.119874,323.5123
CD2,15.85726,-7.123017,323.1364
CD2,15.87084,-7.123848,323.6445
CD2,15.88368,-7.128436,323.5378
CD2,15.89643,-7.128487,323.5759
CD2,15.90866,-7.130379,323.693
CD2,15.92268,-7.132191,323.6519
CD2,15.93455,-7.13425,323.1415
CD2,15.94733,-7.136256,322.9062
CD2,15.96023,-7.138379,322.8917
CD2,15.97371,-7.139127,322.9279
CD2,15.9866,-7.142489,322.8753
CD2,16.00049,-7.143618,323.1785
