test_id,eax_prc,evol_prc,q_kPa
CD6,6.009227,-1.978777,1743.949
CD6,6.025859,-1.986981,1741.994
CD6,6.039034,-1.99322,1742.701
CD6,6.050872,-2.000403,1743.118
CD6,6.06478,-2.007487,1742.856
CD6,6.072921,-2.014063,1743.611
CD6,6.09272,-2.022976,1742.355
CD6,6.103155,-2.029693,1743.112
CD6,6.117826,-2.036845,1743.445
CD6,6.13559,-2.044303,1743.234
CD6,6.143234,-2.051609,1743.234
CD6,6.150891,-2.059417,1742.047
CD6,6.170243,-2.066323,1741.815
CD6,6.177966,-2.073053,1743.015
CD6,6.201911,-2.080241,1742.796
CD6,6.217372,-2.087877,1742.51
CD6,6.228494,-2.094954,1740.855
CD6,6.234082,-2.102066,1741.119
CD6,6.255013,-2.1093,1742.88
CD6,6.267433,-2.116477,1742.378
CD6,6.274127,-2.123827,1741.768
CD6,6.29239,-2.130917,1740.609
CD6,6.298348,-2.138378,1742.036
CD6,6.310961,-2.14587,1742.033
CD6,6.326818,-2.151923,1742.154
CD6,6.335813,-2.158975,1740.676
CD6,6.350401,-2.165454,1741.924
CD6,6.366207,-2.173264,1742.035
CD6,6.378655,-2.181924,1742.083
CD6,6.392489,-2.190688,1742.027
CD6,6.407505,-2.196593,1740.385
CD6,6.426728,-2.201662,1740.213
CD6,6.440283,-2.207935,1741.539
CD6,6.445243,-2.217326,1741.935
CD6,6.45805,-2.223475,1741.509
CD6,6.465285,-2.231174,1739.859
CD6,6.494951,-2.239287,1739.646
CD6,6.492465,-2.247566,1740.721
CD6,6.512393,-2.253276,1741.375
CD6,6.518789,-2.258858,1740.86
CD6,6.533945,-2.268081,1739.57
CD6,6.546961,-2.273946,1739.595
CD6,6.559252,-2.281411,1740.088
CD6,6.573606,-2.290408,1740.353
CD6,6.585329,-2.296325,1739.736
CD6,6.611869,-2.302137,1738.132
CD6,6.613901,-2.31211,1738.466
CD6,6.637117,-2.316353,1739.079
CD6,6.639973,-2.324305,1739.39
CD6,6.65542,-2.331346,1737.532
CD6,6.668701,-2.337237,1737.212
CD6,6.681826,-2.343992,1737.723
CD6,6.700893,-2.353021,1737.834
CD6,6.706052,-2.35921,1737.712
CD6,6.716918,-2.367813,1736.377
CD6,6.740741,-2.373115,1735.707
CD6,6.747739,-2.381841,1736.088
CD6,6.765499,-2.388772,1736.65
CD6,6.770146,-2.396297,1736.818
CD6,6.789709,-2.402807,1734.234
CD6,6.80321,-2.408555,1734.436
CD6,6.813438,-2.415254,1735.241
CD6,6.826778,-2.422765,1735.212
CD6,6.839687,-2.429508,1734.737
CD6,6.859021,-2.439669,1733.18
CD6,6.877086,-2.44492,1732.689
CD6,6.88201,-2.453071,1733.851
CD6,6.895342,-2.45767,1734.221
CD6,6.911074,-2.465833,1733.239
CD6,6.91799,-2.47199,1731.886
CD6,6.932141,-2.478183,1732.633
CD6,6.955106,-2.487942,1732.272
CD6,6.962391,-2.495739,1732.139
CD6,6.974548,-2.500795,1730.329
CD6,6.987658,-2.506169,1730.37
CD6,7.004224,-2.513185,1730.387
CD6,7.008448,-2.521782,1730.558
CD6,7.025055,-2.52862,1731.157
CD6,7.041813,-2.536216,1728.99
CD6,7.05194,-2.543296,1728.612
CD6,7.075374,-2.550832,1729.361
CD6,7.083688,-2.556549,1729.13
CD6,7.09129,-2.561948,1729.242
CD6,7.102876,-2.569648,1728.271
CD6,7.117978,-2.576844,1727.658
CD6,7.132461,-2.584025,1728.364
CD6,7.146142,-2.591763,1728.546
CD6,7.164199,-2.599242,1727.737
CD6,7.167032,-2.604681,1727.542
CD6,7.186343,-2.611683,1726.603
CD6,7.194277,-2.61847,1727.012
CD6,7.21164,-2.624775,1727.48
CD6,7.221908,-2.631815,1726.289
CD6,7.237628,-2.637827,1724.25
CD6,7.258981,-2.64536,1724.462
CD6,7.260892,-2.652018,1724.769
CD6,7.280041,-2.658541,1725.213
CD6,7.295666,-2.667003,1724.22
CD6,7.310369,-2.674652,1723.094
CD6,7.317239,-2.679824,1723.344
CD6,7.327329,-2.687839,1724.376
CD6,7.348033,-2.694764,1723.64
CD6,7.355372,-2.701114,1722.01
CD6,7.373664,-2.706809,1720.571
CD6,7.386925,-2.713074,1721.385
CD6,7.392918,-2.722058,1721.625
CD6,7.409327,-2.730649,1720.962
CD6,7.430734,-2.736599,1718.391
CD6,7.434191,-2.742895,1719.233
CD6,7.452432,-2.748586,1719.041
CD6,7.470297,-2.75571,1719.587
CD6,7.474129,-2.760587,1719.049
CD6,7.491442,-2.768422,1716.287
CD6,7.505072,-2.77552,1716.229
CD6,7.515214,-2.781332,1717.464
CD6,7.535659,-2.788632,1716.064
CD6,7.532829,-2.798797,1715.898
CD6,7.558299,-2.804941,1713.489
CD6,7.572156,-2.808203,1713.378
CD6,7.579077,-2.814764,1714.716
CD6,7.599752,-2.821126,1714.583
CD6,7.609961,-2.827598,1713.157
CD6,7.624519,-2.836919,1711.645
CD6,7.63692,-2.843385,1712.541
CD6,7.644122,-2.848907,1712.385
CD6,7.663591,-2.854507,1712.136
CD6,7.675061,-2.859912,1711.301
CD6,7.690569,-2.867934,1709.288
CD6,7.698962,-2.874006,1709.687
CD6,7.714306,-2.880975,1709.823
CD6,7.726167,-2.887847,1709.514
CD6,7.747258,-2.896089,1707.517
CD6,7.757434,-2.901611,1706.793
CD6,7.772931,-2.906786,1706.442
CD6,7.779484,-2.913626,1707.809
CD6,7.79484,-2.920291,1706.684
CD6,7.803811,-2.926187,1704.917
CD6,7.823951,-2.932014,1704.54
CD6,7.831858,-2.939938,1703.968
CD6,7.855602,-2.946579,1703.562
CD6,7.852631,-2.954582,1702.635
CD6,7.876141,-2.959833,1701.435
CD6,7.892871,-2.965109,1701.61
CD6,7.900261,-2.970373,1701.629
CD6,7.918854,-2.975759,1702.242
CD6,7.926475,-2.983679,1700.787
CD6,7.943397,-2.989499,1699.778
CD6,7.945691,-2.997461,1699.111
CD6,7.97061,-3.002778,1699.161
CD6,7.98629,-3.010348,1698.699
CD6,7.990095,-3.016213,1697.43
CD6,8.004598,-3.021424,1696.312
CD6,8.021249,-3.027638,1695.711
CD6,8.033787,-3.035227,1696.195
CD6,8.045968,-3.040142,1695.706
CD6,8.056408,-3.047583,1694.549
CD6,8.065321,-3.053545,1693.246
CD6,8.081205,-3.059732,1693.351
CD6,8.091723,-3.066792,1693.118
CD6,8.111252,-3.072037,1692.301
CD6,8.12664,-3.077734,1689.651
CD6,8.139632,-3.084573,1689.583
CD6,8.148697,-3.09153,1689.479
CD6,8.161259,-3.097879,1689.72
CD6,8.177479,-3.102154,1688.664
CD6,8.190217,-3.108601,1686.333
CD6,8.203517,-3.115498,1686.087
CD6,8.214732,-3.121564,1686.49
CD6,8.226319,-3.128185,1686.995
CD6,8.239299,-3.134494,1685.232
CD6,8.259219,-3.137988,1683.423
CD6,8.266014,-3.144888,1683.289
CD6,8.283915,-3.152031,1683.072
CD6,8.293645,-3.159038,1683.718
CD6,8.304233,-3.165111,1682.433
CD6,8.319942,-3.171208,1680.963
CD6,8.33617,-3.175902,1680.527
CD6,8.348458,-3.182343,1680.802
CD6,8.365281,-3.187414,1679.446
CD6,8.379048,-3.194523,1677.97
CD6,8.390388,-3.198328,1676.967
CD6,8.400543,-3.204244,1676.773
CD6,8.413621,-3.210259,1677.34
CD6,8.426823,-3.216621,1677.239
CD6,8.446614,-3.223047,1674.304
CD6,8.455136,-3.227929,1674.517
CD6,8.464323,-3.236564,1674.429
CD6,8.477271,-3.242734,1674.647
CD6,8.497517,-3.246486,1673.72
CD6,8.513514,-3.25215,1671.274
CD6,8.513088,-3.259088,1670.645
CD6,8.534984,-3.26439,1670.209
CD6,8.542821,-3.269907,1670.856
CD6,8.558686,-3.274815,1669.373
CD6,8.575044,-3.280945,1667.88
CD6,8.581714,-3.287345,1666.99
CD6,8.602625,-3.29423,1667.017
CD6,8.614406,-3.301167,1666.383
CD6,8.627535,-3.30598,1663.948
CD6,8.637983,-3.311695,1663.692
CD6,8.648649,-3.316869,1663.189
CD6,8.66689,-3.321352,1661.711
CD6,8.679576,-3.326436,1661.575
CD6,8.694099,-3.333151,1661.233
CD6,8.707881,-3.337401,1659.046
CD6,8.716525,-3.343732,1659.975
CD6,8.727031,-3.350411,1659.673
CD6,8.739024,-3.355486,1659.084
CD6,8.763688,-3.362547,1656.158
CD6,8.761766,-3.3694,1655.144
CD6,8.78699,-3.374367,1656.15
CD6,8.798455,-3.377796,1656.173
CD6,8.812762,-3.383532,1654.546
CD6,8.817686,-3.388266,1653.018
CD6,8.838182,-3.395339,1652.031
CD6,8.847534,-3.400952,1651.598
CD6,8.861093,-3.405854,1652.092
CD6,8.869865,-3.412493,1650.259
CD6,8.883013,-3.41664,1649.416
CD6,8.902409,-3.421931,1648.601
CD6,8.918418,-3.42704,1648.766
CD6,8.923268,-3.431838,1648.122
CD6,8.94172,-3.438194,1646.989
CD6,8.955973,-3.442469,1645.834
CD6,8.963042,-3.448245,1644.962
CD6,8.990149,-3.453741,1644.68
CD6,8.990352,-3.459805,1644.486
CD6,9.007575,-3.465993,1643.626
CD6,9.017557,-3.470101,1642.032
CD6,9.032846,-3.475573,1641.689
CD6,9.046378,-3.481721,1641.984
CD6,9.059926,-3.486062,1640.799
CD6,9.070483,-3.489465,1638.553
CD6,9.083914,-3.495607,1637.803
CD6,9.09472,-3.502001,1637.494
CD6,9.114954,-3.507506,1637.085
CD6,9.123913,-3.512782,1635.968
CD6,9.140002,-3.517089,1634.351
CD6,9.152031,-3.522825,1634.305
CD6,9.165797,-3.527845,1633.8
CD6,9.17711,-3.532694,1633.805
CD6,9.189601,-3.538089,1632.364
CD6,9.206162,-3.54237,1630.705
CD6,9.218838,-3.546787,1630.699
CD6,9.226877,-3.553789,1630.069
CD6,9.24491,-3.557194,1630.559
CD6,9.254888,-3.563361,1628.042
CD6,9.265512,-3.566616,1627.304
CD6,9.283991,-3.573108,1625.826
CD6,9.29242,-3.578255,1626.714
CD6,9.312246,-3.583997,1625.788
CD6,9.319201,-3.589688,1625.783
CD6,9.336471,-3.593311,1623.501
CD6,9.351083,-3.598304,1623.591
CD6,9.363652,-3.602516,1623.066
CD6,9.377865,-3.606649,1623.446
CD6,9.390364,-3.611809,1621.646
CD6,9.397711,-3.617972,1620.735
CD6,9.409779,-3.623494,1619.742
CD6,9.428114,-3.627731,1620.089
CD6,9.436812,-3.632536,1618.889
CD6,9.454642,-3.637789,1617.348
CD6,9.46494,-3.643251,1615.252
CD6,9.479611,-3.647199,1614.99
CD6,9.492066,-3.652263,1614.593
CD6,9.512472,-3.655538,1614.029
CD6,9.521198,-3.66299,1611.329
CD6,9.530298,-3.66547,1611.706
CD6,9.548319,-3.669695,1611.611
CD6,9.558709,-3.677077,1611.547
CD6,9.573485,-3.68008,1610.642
CD6,9.582015,-3.685094,1608.698
CD6,9.601532,-3.687503,1608.687
CD6,9.605195,-3.693452,1607.763
CD6,9.619122,-3.698244,1607.285
CD6,9.641857,-3.702267,1606.879
CD6,9.656383,-3.707751,1604.741
CD6,9.66723,-3.713719,1604.565
CD6,9.675258,-3.718441,1605.098
CD6,9.690466,-3.723478,1604.717
CD6,9.700686,-3.729015,1602.665
CD6,9.722124,-3.731514,1601.695
CD6,9.728696,-3.734245,1602.002
CD6,9.742648,-3.739083,1602.007
CD6,9.752935,-3.745356,1601.665
CD6,9.770662,-3.749981,1600.601
CD6,9.783479,-3.753667,1599.77
CD6,9.800251,-3.758698,1599.015
CD6,9.803535,-3.760281,1598.848
CD6,9.808753,-3.766593,1597.442
CD6,9.836748,-3.770925,1595.662
CD6,9.855784,-3.777869,1595.163
CD6,9.866228,-3.78232,1594.279
CD6,9.874326,-3.786098,1594.694
CD6,9.886245,-3.790593,1594.482
CD6,9.901292,-3.793597,1592.33
CD6,9.912507,-3.797466,1591.067
CD6,9.931072,-3.800702,1591.46
CD6,9.943027,-3.806973,1590.936
CD6,9.957518,-3.810875,1589.664
CD6,9.967057,-3.81546,1587.604
CD6,9.977716,-3.819574,1586.857
CD6,9.991185,-3.824806,1587.341
CD6,10.00916,-3.82927,1587.134
CD6,10.01685,-3.832635,1585.64
CD6,10.03343,-3.836929,1583.869
CD6,10.04369,-3.839759,1583.743
CD6,10.05997,-3.843543,1583.683
CD6,10.07165,-3.850068,1583.761
CD6,10.08594,-3.853541,1582.365
CD6,10.0966,-3.857709,1581.536
CD6,10.11289,-3.863262,1581.274
CD6,10.12453,-3.867584,1581.151
CD6,10.13822,-3.870659,1579.874
CD6,10.14801,-3.876814,1578.157
CD6,10.16644,-3.880295,1577.933
CD6,10.17582,-3.883673,1578.16
CD6,10.19304,-3.887451,1578.819
CD6,10.2025,-3.889997,1577.604
CD6,10.21415,-3.895545,1576.987
CD6,10.23061,-3.898975,1576.044
CD6,10.24126,-3.901598,1576.128
CD6,10.25835,-3.908753,1575.947
CD6,10.27077,-3.911505,1574.976
CD6,10.28076,-3.914017,1572.817
CD6,10.29349,-3.919016,1571.997
CD6,10.30278,-3.922627,1572.743
CD6,10.32302,-3.92791,1571.985
CD6,10.33353,-3.932109,1572.045
CD6,10.34592,-3.935383,1569.089
CD6,10.36146,-3.938168,1569.31
CD6,10.37077,-3.942765,1570.693
CD6,10.38825,-3.946634,1569.846
CD6,10.40316,-3.951589,1567.231
CD6,10.41527,-3.952873,1566.211
CD6,10.42728,-3.958391,1566.026
CD6,10.43198,-3.961536,1565.933
CD6,10.4557,-3.965928,1564.702
CD6,10.46789,-3.969841,1563.623
CD6,10.47241,-3.973737,1563.044
CD6,10.48831,-3.9776,1561.527
CD6,10.50644,-3.982366,1562.851
CD6,10.51588,-3.984013,1562.463
CD6,10.53478,-3.988766,1559.105
CD6,10.53623,-3.992428,1560.14
CD6,10.55237,-3.996911,1559.414
CD6,10.56382,-3.998422,1559.344
CD6,10.57659,-4.003376,1558.39
CD6,10.5918,-4.008265,1556.459
CD6,10.61275,-4.012691,1554.812
CD6,10.61595,-4.015093,1555.131
CD6,10.63471,-4.020892,1555.049
CD6,10.65008,-4.023394,1554.305
CD6,10.66184,-4.025189,1551.297
CD6,10.67766,-4.030524,1551.464
CD6,10.68646,-4.034651,1552.536
CD6,10.70047,-4.034406,1551.675
CD6,10.71263,-4.038404,1550.874
CD6,10.72741,-4.041691,1550.464
CD6,10.73688,-4.045024,1551.941
CD6,10.75427,-4.050326,1550.991
CD6,10.76816,-4.054815,1550.036
CD6,10.77902,-4.056171,1548.97
CD6,10.78929,-4.061708,1547.78
CD6,10.80826,-4.06531,1547.975
CD6,10.81961,-4.070536,1548.319
CD6,10.83332,-4.073063,1547.478
CD6,10.84434,-4.076517,1546.465
CD6,10.86061,-4.079702,1545.658
CD6,10.86622,-4.082822,1546.203
CD6,10.88005,-4.085038,1545.536
CD6,10.89773,-4.089758,1544.877
CD6,10.91092,-4.092471,1543.1
CD6,10.92195,-4.09583,1541.663
CD6,10.93495,-4.099783,1541.448
CD6,10.94644,-4.102638,1541.036
CD6,10.96393,-4.107849,1540.981
CD6,10.97471,-4.110899,1539.585
CD6,10.9854,-4.11332,1539.795
CD6,11.00475,-4.116834,1539.526
CD6,11.01138,-4.120762,1539.628
CD6,11.02241,-4.125471,1537.948
CD6,11.03684,-4.126923,1536.044
CD6,11.0579,-4.132258,1535.764
CD6,11.06174,-4.13603,1536.386
CD6,11.08589,-4.139801,1535.949
CD6,11.09769,-4.141573,1533.985
CD6,11.10831,-4.144737,1533.698
CD6,11.12346,-4.147709,1532.821
CD6,11.13471,-4.151046,1533.144
CD6,11.1471,-4.154297,1532.771
CD6,11.15882,-4.158043,1532.215
CD6,11.16899,-4.161394,1531.571
CD6,11.1862,-4.164553,1530.412
CD6,11.19554,-4.168325,1531.194
CD6,11.20958,-4.171529,1530.399
CD6,11.2244,-4.174164,1529.445
CD6,11.23896,-4.177618,1528.22
CD6,11.24913,-4.180675,1528.785
CD6,11.2622,-4.18349,1529.484
CD6,11.27197,-4.188211,1527.554
CD6,11.28108,-4.189949,1525.878
CD6,11.30241,-4.193289,1525.151
CD6,11.31553,-4.196899,1526.6
CD6,11.32282,-4.201344,1525.617
CD6,11.34223,-4.202351,1524.152
CD6,11.3642,-4.20607,1523.039
CD6,11.36848,-4.210631,1523.331
CD6,11.38001,-4.214053,1523.405
CD6,11.39385,-4.216915,1521.718
CD6,11.41203,-4.219512,1520.963
CD6,11.42341,-4.222083,1518.418
CD6,11.43095,-4.226907,1519.138
CD6,11.45002,-4.2269,1518.589
CD6,11.46211,-4.232585,1518.498
CD6,11.47025,-4.235646,1518.331
CD6,11.48494,-4.236867,1515.819
CD6,11.49717,-4.237332,1516.524
CD6,11.51184,-4.2398,1516.955
CD6,11.52385,-4.242662,1516.272
CD6,11.53758,-4.243055,1513.672
CD6,11.555,-4.242435,1513.737
CD6,11.56352,-4.246524,1514.384
CD6,11.57972,-4.245889,1514.623
CD6,11.59276,-4.24903,1513.475
CD6,11.606,-4.248473,1510.827
CD6,11.61611,-4.250579,1511.45
CD6,11.62975,-4.251904,1511.909
CD6,11.64345,-4.254965,1510.956
CD6,11.65918,-4.255365,1509.082
CD6,11.67503,-4.255604,1508.924
CD6,11.67661,-4.258273,1508.412
CD6,11.6997,-4.257329,1509.438
CD6,11.70938,-4.26063,1507.944
CD6,11.72897,-4.262626,1506.888
CD6,11.73921,-4.264673,1505.551
CD6,11.7511,-4.265765,1506.089
CD6,11.75954,-4.265847,1506.139
CD6,11.77908,-4.270635,1504.971
CD6,11.79055,-4.270235,1503.824
CD6,11.79416,-4.274832,1502.868
CD6,11.82079,-4.274561,1502.66
CD6,11.82954,-4.276112,1502.766
CD6,11.84292,-4.278688,1501.655
CD6,11.85562,-4.280948,1501.265
CD6,11.86774,-4.282106,1499.773
CD6,11.87892,-4.282513,1501.059
CD6,11.8957,-4.285607,1501.791
CD6,11.90642,-4.287634,1501.252
CD6,11.91629,-4.289901,1498.236
CD6,11.93804,-4.29098,1498.695
CD6,11.94596,-4.292479,1498.589
CD6,11.95857,-4.295831,1498.612
CD6,11.97564,-4.297459,1497.914
CD6,11.98628,-4.298344,1497.242
CD6,12.00259,-4.299829,1496.42
CD6,12.01397,-4.300998,1496.901
CD6,12.02775,-4.304086,1496.396
CD6,12.0417,-4.305804,1495.987
CD6,12.05409,-4.306488,1493.494
CD6,12.06058,-4.307806,1495.226
CD6,12.07883,-4.310395,1495.271
CD6,12.09526,-4.311887,1493.845
CD6,12.11055,-4.313917,1492.464
CD6,12.11606,-4.315388,1491.22
CD6,12.12687,-4.317345,1491.984
CD6,12.1485,-4.317965,1493.925
CD6,12.15906,-4.320497,1492.587
CD6,12.17165,-4.322996,1491.35
CD6,12.18325,-4.32394,1490.625
CD6,12.19973,-4.325671,1491.197
CD6,12.21381,-4.329553,1491.537
CD6,12.22443,-4.331452,1490.056
CD6,12.24133,-4.333079,1488.607
CD6,12.25108,-4.333758,1488.658
CD6,12.26448,-4.33492,1488.778
CD6,12.27929,-4.339249,1489.345
CD6,12.29232,-4.341702,1487.703
CD6,12.30415,-4.3428,1486.759
CD6,12.31775,-4.3445,1485.795
CD6,12.33145,-4.346307,1487.122
CD6,12.34594,-4.347166,1487.291
CD6,12.35903,-4.350487,1486.847
CD6,12.37505,-4.351875,1485.223
CD6,12.38765,-4.354762,1486.204
CD6,12.39305,-4.356119,1486.444
CD6,12.40569,-4.357416,1485.478
CD6,12.42034,-4.359948,1484.934
CD6,12.43602,-4.36007,1483.817
CD6,12.45312,-4.363127,1484.116
CD6,12.46515,-4.363501,1484.671
CD6,12.47205,-4.363476,1483.497
CD6,12.48998,-4.366665,1483.32
CD6,12.5037,-4.366678,1481.276
CD6,12.51921,-4.368686,1481.591
CD6,12.53055,-4.370877,1481.572
CD6,12.53907,-4.370477,1481.657
CD6,12.55692,-4.374119,1480.557
CD6,12.56921,-4.37388,1479.28
CD6,12.58248,-4.376213,1479.002
CD6,12.59331,-4.376412,1479.182
CD6,12.6052,-4.377768,1477.829
CD6,12.61729,-4.380029,1476.38
CD6,12.62751,-4.381618,1475.177
CD6,12.64427,-4.384539,1475.684
CD6,12.65963,-4.385512,1476.117
CD6,12.67637,-4.385112,1476.418
CD6,12.69385,-4.386088,1475.05
CD6,12.70305,-4.388052,1474.945
CD6,12.70819,-4.389821,1474.344
CD6,12.72989,-4.390171,1475.01
CD6,12.74265,-4.390996,1474.096
CD6,12.75191,-4.393458,1472.102
CD6,12.76466,-4.393515,1471.897
CD6,12.78191,-4.394285,1472.149
CD6,12.79346,-4.3963,1471.957
CD6,12.80753,-4.396275,1472.292
CD6,12.81729,-4.397773,1470.364
CD6,12.83135,-4.39891,1471.18
CD6,12.84198,-4.400421,1471.564
CD6,12.86051,-4.401428,1471.159
CD6,12.87211,-4.402404,1469.646
CD6,12.8838,-4.403623,1468.993
CD6,12.9009,-4.405445,1469.104
CD6,12.91451,-4.405517,1468.466
CD6,12.92456,-4.408152,1468.034
CD6,12.93974,-4.408165,1466.584
CD6,12.95128,-4.409824,1466.015
CD6,12.95926,-4.411873,1466.289
CD6,12.97528,-4.414656,1466.209
CD6,12.99284,-4.413177,1466.635
CD6,13.00366,-4.41386,1464.52
CD6,13.01371,-4.415399,1464.08
CD6,13.02301,-4.415308,1464.355
CD6,13.03905,-4.417452,1464.493
CD6,13.05922,-4.419255,1464.773
CD6,13.0715,-4.418969,1463.141
CD6,13.08309,-4.421579,1461.487
CD6,13.09912,-4.423757,1463.099
CD6,13.11125,-4.42331,1462.895
CD6,13.12355,-4.424028,1461.92
CD6,13.13767,-4.425605,1460.315
CD6,13.14555,-4.426417,1460.766
CD6,13.1601,-4.429046,1461.246
CD6,13.16948,-4.429763,1460.561
CD6,13.19106,-4.431004,1459.315
CD6,13.20554,-4.43203,1458.591
CD6,13.21346,-4.433361,1458.181
CD6,13.2246,-4.435203,1458.644
CD6,13.23776,-4.435634,1459.234
CD6,13.258,-4.436843,1457.958
CD6,13.2677,-4.437649,1458.048
CD6,13.28141,-4.439342,1458.055
CD6,13.29181,-4.439982,1458.878
CD6,13.30096,-4.442475,1457.87
CD6,13.31755,-4.444348,1456.642
CD6,13.33704,-4.44533,1456.078
CD6,13.34261,-4.447578,1455.831
CD6,13.3535,-4.44839,1456.475
CD6,13.37068,-4.449495,1455.878
CD6,13.38319,-4.451633,1453.953
CD6,13.3998,-4.453591,1453.333
CD6,13.4135,-4.454293,1454.519
CD6,13.42718,-4.456543,1455.263
CD6,13.43402,-4.457201,1454.664
CD6,13.44804,-4.459682,1452.801
CD6,13.46334,-4.460211,1453.498
CD6,13.47989,-4.462122,1454.382
CD6,13.4877,-4.465513,1454.424
CD6,13.50403,-4.466327,1453.033
CD6,13.51503,-4.46539,1451.432
CD6,13.53083,-4.46822,1451.863
CD6,13.53985,-4.468827,1452.48
CD6,13.54928,-4.471701,1453.009
CD6,13.57201,-4.473826,1451.513
CD6,13.58024,-4.472038,1450.66
CD6,13.6003,-4.473839,1451.985
CD6,13.60829,-4.474311,1451.83
CD6,13.62149,-4.476539,1452.32
CD6,13.62981,-4.478929,1449.779
CD6,13.64029,-4.481117,1448.999
CD6,13.66063,-4.481337,1448.453
CD6,13.67217,-4.484755,1449.548
CD6,13.68167,-4.485943,1449.212
CD6,13.69212,-4.489443,1447.511
CD6,13.70979,-4.49029,1447.363
CD6,13.71996,-4.490897,1446.971
CD6,13.73438,-4.492506,1447.925
CD6,13.75017,-4.494134,1447.682
CD6,13.75701,-4.495484,1446.016
CD6,13.77433,-4.496762,1446.038
CD6,13.78493,-4.498815,1445.661
CD6,13.80563,-4.499475,1446.398
CD6,13.82088,-4.501846,1444.897
CD6,13.82931,-4.501871,1444.437
CD6,13.84044,-4.503317,1444.948
CD6,13.85141,-4.505319,1445.474
CD6,13.87071,-4.505281,1446.845
CD6,13.8754,-4.507859,1444.942
CD6,13.89277,-4.508898,1443.692
CD6,13.90401,-4.511882,1444.197
CD6,13.92102,-4.509912,1444.907
CD6,13.93039,-4.513812,1445.063
CD6,13.93535,-4.51526,1444.356
CD6,13.95286,-4.517728,1443.332
CD6,13.9714,-4.518115,1443.339
CD6,13.98405,-4.519601,1444.07
CD6,13.9937,-4.520886,1444.22
CD6,14.00992,-4.52296,1442.796
CD6,14.0254,-4.523224,1442.272
CD6,14.03886,-4.52573,1441.873
CD6,14.05216,-4.524826,1441.995
CD6,14.05525,-4.529967,1441.229
CD6,14.06969,-4.530924,1439.553
CD6,14.08945,-4.530283,1440.704
CD6,14.10004,-4.532602,1440.147
CD6,14.11235,-4.534643,1439.692
CD6,14.12355,-4.537898,1438.85
CD6,14.13788,-4.537989,1438.102
CD6,14.15088,-4.539339,1439.18
CD6,14.16104,-4.541102,1439.545
CD6,14.1773,-4.542736,1440.187
CD6,14.19041,-4.544124,1438.602
CD6,14.20214,-4.544649,1437.029
CD6,14.2133,-4.546069,1437.307
CD6,14.22913,-4.549092,1436.9
CD6,14.24246,-4.549583,1437.818
CD6,14.25803,-4.554607,1436.733
CD6,14.26617,-4.553898,1436.556
CD6,14.2881,-4.555397,1437.032
CD6,14.28407,-4.55676,1437.723
CD6,14.30694,-4.560034,1437.29
CD6,14.31936,-4.562436,1435.55
CD6,14.33105,-4.564775,1435.29
CD6,14.34263,-4.56458,1435.273
CD6,14.35906,-4.567319,1435.532
CD6,14.37164,-4.569334,1434.968
CD6,14.38394,-4.570555,1433.598
CD6,14.39592,-4.571943,1433.057
CD6,14.41083,-4.57319,1434.038
CD6,14.42123,-4.574572,1434.465
CD6,14.44174,-4.576911,1433.398
CD6,14.45446,-4.578384,1432.487
CD6,14.4594,-4.577486,1432.643
CD6,14.47566,-4.580348,1433.647
CD6,14.48247,-4.581497,1434.642
CD6,14.50385,-4.58359,1433.184
CD6,14.51883,-4.584803,1431.662
CD6,14.52387,-4.587239,1432.062
CD6,14.54196,-4.587982,1432.156
CD6,14.55135,-4.589622,1431.705
CD6,14.56338,-4.593214,1430.329
CD6,14.57552,-4.594291,1429.965
CD6,14.58974,-4.596139,1430.183
CD6,14.60562,-4.599129,1429.816
CD6,14.61062,-4.600325,1429.895
CD6,14.63427,-4.601106,1429.161
CD6,14.64063,-4.604298,1428.139
CD6,14.6524,-4.603574,1429.087
CD6,14.67072,-4.605195,1428.62
CD6,14.68069,-4.607402,1429.043
CD6,14.69405,-4.607893,1427.832
CD6,14.70469,-4.609625,1427.158
CD6,14.71999,-4.611299,1428.388
CD6,14.72466,-4.614514,1428.292
CD6,14.74071,-4.615341,1428.078
CD6,14.75563,-4.617466,1427.338
CD6,14.76908,-4.617925,1427.457
CD6,14.78626,-4.619818,1427.486
CD6,14.80021,-4.623164,1427.648
CD6,14.81394,-4.624364,1426.557
CD6,14.82671,-4.626277,1425.78
CD6,14.83828,-4.628641,1425.629
CD6,14.84137,-4.630023,1426.083
CD6,14.85624,-4.630868,1426.112
CD6,14.87369,-4.632935,1425.637
CD6,14.89043,-4.635164,1423.974
CD6,14.89717,-4.635816,1424.482
CD6,14.91522,-4.639524,1425.4
CD6,14.9332,-4.639027,1424.862
CD6,14.93361,-4.641061,1423.71
CD6,14.95101,-4.644161,1423.518
CD6,14.96538,-4.644561,1424.322
CD6,14.97686,-4.645653,1424.639
CD6,14.99411,-4.646377,1424.31
CD6,15.00631,-4.649639,1423.821
CD6,15.01692,-4.65093,1422.772
CD6,15.03726,-4.654974,1424.003
CD6,15.03834,-4.656111,1424.256
CD6,15.06319,-4.657112,1423.166
CD6,15.06917,-4.658016,1422.151
CD6,15.08341,-4.662168,1421.734
CD6,15.09461,-4.662414,1422.487
CD6,15.11258,-4.663946,1422.157
CD6,15.12511,-4.666071,1422.378
CD6,15.1393,-4.667677,1420.526
CD6,15.14684,-4.668058,1421.248
CD6,15.16141,-4.670526,1422.235
CD6,15.17174,-4.672774,1421.638
